Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
E1,09/08/97,Birmingham City,Stoke City,2,0,H,1,0,H
E1,09/08/97,Bradford,Stockport,2,1,H,1,0,H
E1,09/08/97,Bury,Reading,1,1,D,0,1,A
E1,09/08/97,Manchester City,Portsmouth,2,2,D,1,1,D
E1,09/08/97,Middlesbrough,Charlton Athletic,2,1,H,0,1,A
E1,09/08/97,Norwich City,Wolverhampton Wanderers,0,2,A,0,1,A
E1,09/08/97,Oxford,Huddersfield Town,2,0,H,0,0,D
E1,09/08/97,Port Vale,Nott'm Forest,0,1,A,0,1,A
E1,09/08/97,Queens Park Rangers,Ipswich,0,0,D,0,0,D
E1,09/08/97,Swindon,Crewe,2,0,H,1,0,H
E1,09/08/97,West Bromwich Albion,Tranmere,2,1,H,2,0,H
E1,10/08/97,Sheffield United,Sunderland,2,0,H,2,0,H
E1,15/08/97,Bradford,Stoke City,0,0,D,0,0,D
E1,15/08/97,Nott'm Forest,Norwich City,4,1,H,1,1,D
E1,15/08/97,Sunderland,Manchester City,3,1,H,1,0,H
E1,15/08/97,Tranmere,Queens Park Rangers,2,1,H,1,0,H
E1,16/08/97,Charlton Athletic,Oxford,3,2,H,1,0,H
E1,16/08/97,Crewe,West Bromwich Albion,2,3,A,1,1,D
E1,16/08/97,Portsmouth,Port Vale,3,1,H,2,1,H
E1,16/08/97,Reading,Swindon,0,1,A,0,1,A
E1,16/08/97,Stockport,Bury,0,0,D,0,0,D
E1,16/08/97,Wolverhampton Wanderers,Sheffield United,0,0,D,0,0,D
E1,22/08/97,Manchester City,Tranmere,1,1,D,0,0,D
E1,23/08/97,Birmingham City,Reading,3,0,H,1,0,H
E1,23/08/97,Bradford,Ipswich,2,1,H,1,0,H
E1,23/08/97,Bury,Charlton Athletic,0,0,D,0,0,D
E1,23/08/97,Middlesbrough,Stoke City,0,1,A,0,0,D
E1,23/08/97,Norwich City,Crewe,0,2,A,0,1,A
E1,23/08/97,Oxford,Nott'm Forest,0,1,A,0,0,D
E1,23/08/97,Port Vale,Sunderland,3,1,H,2,0,H
E1,23/08/97,Queens Park Rangers,Stockport,2,1,H,1,1,D
E1,23/08/97,Sheffield United,Portsmouth,2,1,H,2,0,H
E1,23/08/97,Swindon,Huddersfield Town,1,1,D,1,1,D
E1,24/08/97,West Bromwich Albion,Wolverhampton Wanderers,1,0,H,1,0,H
E1,29/08/97,Stockport,Birmingham City,2,2,D,1,0,H
E1,30/08/97,Charlton Athletic,Manchester City,2,1,H,0,1,A
E1,30/08/97,Huddersfield Town,Sheffield United,0,0,D,0,0,D
E1,30/08/97,Ipswich,West Bromwich Albion,1,1,D,1,0,H
E1,30/08/97,Nott'm Forest,Queens Park Rangers,4,0,H,1,0,H
E1,30/08/97,Portsmouth,Oxford,2,1,H,1,1,D
E1,30/08/97,Reading,Bradford,0,3,A,0,2,A
E1,30/08/97,Stoke City,Swindon,1,2,A,1,0,H
E1,30/08/97,Sunderland,Norwich City,0,1,A,0,0,D
E1,30/08/97,Tranmere,Middlesbrough,0,2,A,0,1,A
E1,30/08/97,Wolverhampton Wanderers,Bury,4,2,H,2,1,H
E1,02/09/97,Crewe,Bury,1,2,A,1,1,D
E1,02/09/97,Huddersfield Town,Bradford,1,2,A,0,1,A
E1,02/09/97,Ipswich,Swindon,2,1,H,1,1,D
E1,02/09/97,Portsmouth,Norwich City,1,1,D,0,0,D
E1,02/09/97,Reading,Queens Park Rangers,1,2,A,1,0,H
E1,02/09/97,Stockport,Middlesbrough,1,1,D,0,1,A
E1,02/09/97,Sunderland,Oxford,3,1,H,2,1,H
E1,02/09/97,Tranmere,Birmingham City,0,3,A,0,2,A
E1,03/09/97,Nott'm Forest,Manchester City,1,3,A,0,1,A
E1,03/09/97,Stoke City,West Bromwich Albion,0,0,D,0,0,D
E1,03/09/97,Wolverhampton Wanderers,Port Vale,1,1,D,0,0,D
E1,05/09/97,Bradford,Sunderland,0,4,A,0,4,A
E1,07/09/97,Bury,Tranmere,1,0,H,1,0,H
E1,07/09/97,Oxford,Wolverhampton Wanderers,3,0,H,2,0,H
E1,07/09/97,Swindon,Nott'm Forest,0,0,D,0,0,D
E1,07/09/97,West Bromwich Albion,Reading,1,0,H,0,0,D
E1,09/09/97,Huddersfield Town,Birmingham City,0,1,A,0,0,D
E1,09/09/97,Port Vale,Stockport,2,1,H,2,1,H
E1,13/09/97,Bradford,Middlesbrough,2,2,D,1,1,D
E1,13/09/97,Bury,Manchester City,1,1,D,0,0,D
E1,13/09/97,Huddersfield Town,Ipswich,2,2,D,1,0,H
E1,13/09/97,Norwich City,Port Vale,1,0,H,0,0,D
E1,13/09/97,Portsmouth,Crewe,2,3,A,0,1,A
E1,13/09/97,Queens Park Rangers,West Bromwich Albion,2,0,H,1,0,H
E1,13/09/97,Reading,Oxford,2,1,H,1,1,D
E1,13/09/97,Sheffield United,Nott'm Forest,1,0,H,0,0,D
E1,13/09/97,Stoke City,Stockport,2,1,H,1,0,H
E1,13/09/97,Swindon,Tranmere,2,1,H,1,1,D
E1,13/09/97,Wolverhampton Wanderers,Charlton Athletic,3,1,H,3,0,H
E1,14/09/97,Birmingham City,Sunderland,0,1,A,0,0,D
E1,16/09/97,Crewe,Port Vale,0,1,A,0,0,D
E1,17/09/97,Norwich City,Charlton Athletic,0,4,A,0,3,A
E1,20/09/97,Crewe,Queens Park Rangers,2,3,A,0,2,A
E1,20/09/97,Ipswich,Stoke City,2,3,A,0,2,A
E1,20/09/97,Manchester City,Norwich City,1,2,A,1,1,D
E1,20/09/97,Middlesbrough,Birmingham City,3,1,H,3,0,H
E1,20/09/97,Nott'm Forest,Portsmouth,1,0,H,1,0,H
E1,20/09/97,Oxford,Sheffield United,2,4,A,1,2,A
E1,20/09/97,Port Vale,Bury,1,1,D,1,0,H
E1,20/09/97,Stockport,Huddersfield Town,3,0,H,2,0,H
E1,20/09/97,Sunderland,Wolverhampton Wanderers,1,1,D,1,1,D
E1,20/09/97,Tranmere,Reading,6,0,H,5,0,H
E1,20/09/97,West Bromwich Albion,Swindon,0,0,D,0,0,D
E1,21/09/97,Charlton Athletic,Bradford,4,1,H,3,0,H
E1,24/09/97,Queens Park Rangers,Portsmouth,1,0,H,1,0,H
E1,26/09/97,Norwich City,Ipswich,2,1,H,1,0,H
E1,27/09/97,Bury,West Bromwich Albion,1,3,A,0,2,A
E1,27/09/97,Charlton Athletic,Stockport,1,3,A,1,0,H
E1,27/09/97,Crewe,Tranmere,2,1,H,1,0,H
E1,27/09/97,Manchester City,Swindon,6,0,H,3,0,H
E1,27/09/97,Nott'm Forest,Stoke City,1,0,H,0,0,D
E1,27/09/97,Oxford,Bradford,0,0,D,0,0,D
E1,27/09/97,Port Vale,Queens Park Rangers,2,0,H,2,0,H
E1,27/09/97,Portsmouth,Reading,0,2,A,0,1,A
E1,27/09/97,Sheffield United,Birmingham City,0,0,D,0,0,D
