Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
D2,30/07/98,Hannover,Karlsruhe,1,0,H,0,0,D,,,,,,,,,,,
D2,31/07/98,Energie Cottbus,VfB Stuttgarter K,2,0,H,1,0,H,,,,,,,,,,,
D2,31/07/98,F Koln,Dusseldorf,2,1,H,2,0,H,,,,,,,,,,,
D2,31/07/98,St Pauli,TB Berlin,1,0,H,0,0,D,,,,,,,,,,,
D2,02/08/98,Gutersloh,FC Cologne,0,1,A,0,0,D,,,,,,,,,,,
D2,02/08/98,Mainz,SpVgg Greuther Fürth,3,0,H,1,0,H,,,,,,,,,,,
D2,02/08/98,Oberhausen,Uerdingen,0,0,D,0,0,D,,,,,,,,,,,
D2,02/08/98,Ulm,Wattenscheid,2,0,H,0,0,D,,,,,,,,,,,
D2,02/08/98,Unterhaching,Arminia Bielefeld,0,2,A,0,0,D,,,,,,,,,,,
D2,07/08/98,FC Cologne,Unterhaching,0,1,A,0,1,A,,,,,,,,,,,
D2,07/08/98,VfB Stuttgarter K,Oberhausen,2,0,H,1,0,H,,,,,,,,,,,
D2,07/08/98,Uerdingen,F Koln,1,2,A,0,1,A,,,,,,,,,,,
D2,09/08/98,Dusseldorf,Gutersloh,3,1,H,2,1,H,,,,,,,,,,,
D2,09/08/98,SpVgg Greuther Fürth,St Pauli,1,0,H,0,0,D,,,,,,,,,,,
D2,09/08/98,Karlsruhe,Ulm,1,2,A,0,0,D,,,,,,,,,,,
D2,09/08/98,TB Berlin,Energie Cottbus,1,0,H,0,0,D,,,,,,,,,,,
D2,09/08/98,Wattenscheid,Mainz,1,1,D,0,1,A,,,,,,,,,,,
D2,10/08/98,Arminia Bielefeld,Hannover,0,1,A,0,1,A,,,,,,,,,,,
D2,11/08/98,F Koln,VfB Stuttgarter K,2,1,H,0,1,A,,,,,,,,,,,
D2,12/08/98,Oberhausen,TB Berlin,0,2,A,0,0,D,,,,,,,,,,,
D2,13/08/98,Energie Cottbus,SpVgg Greuther Fürth,1,1,D,1,1,D,,,,,,,,,,,
D2,13/08/98,Dusseldorf,Uerdingen,2,2,D,1,2,A,,,,,,,,,,,
D2,13/08/98,Gutersloh,Unterhaching,1,1,D,0,1,A,,,,,,,,,,,
D2,13/08/98,Mainz,Karlsruhe,4,1,H,2,1,H,,,,,,,,,,,
D2,13/08/98,St Pauli,Wattenscheid,1,0,H,0,0,D,,,,,,,,,,,
D2,13/08/98,Ulm,Arminia Bielefeld,6,2,H,2,1,H,,,,,,,,,,,
D2,15/08/98,TB Berlin,F Koln,3,2,H,1,1,D,,,,,,,,,,,
D2,16/08/98,Arminia Bielefeld,Mainz,1,0,H,0,0,D,,,,,,,,,,,
D2,16/08/98,FC Cologne,Ulm,1,1,D,0,1,A,,,,,,,,,,,
D2,16/08/98,SpVgg Greuther Fürth,Oberhausen,1,1,D,0,1,A,,,,,,,,,,,
D2,16/08/98,VfB Stuttgarter K,Dusseldorf,1,0,H,0,0,D,,,,,,,,,,,
D2,16/08/98,Uerdingen,Gutersloh,2,0,H,0,0,D,,,,,,,,,,,
D2,16/08/98,Unterhaching,Hannover,3,1,H,1,1,D,,,,,,,,,,,
D2,16/08/98,Wattenscheid,Energie Cottbus,1,1,D,0,1,A,,,,,,,,,,,
D2,17/08/98,Karlsruhe,St Pauli,3,0,H,3,0,H,,,,,,,,,,,
D2,21/08/98,Mainz,FC Cologne,2,1,H,1,0,H,,,,,,,,,,,
D2,21/08/98,Uerdingen,VfB Stuttgarter K,0,1,A,0,0,D,,,,,,,,,,,
D2,21/08/98,Ulm,Unterhaching,3,1,H,2,0,H,,,,,,,,,,,
D2,23/08/98,Energie Cottbus,Karlsruhe,4,0,H,2,0,H,,,,,,,,,,,
D2,23/08/98,F Koln,SpVgg Greuther Fürth,1,4,A,1,2,A,,,,,,,,,,,
D2,23/08/98,Gutersloh,Hannover,2,1,H,1,0,H,,,,,,,,,,,
D2,23/08/98,Oberhausen,Wattenscheid,1,0,H,0,0,D,,,,,,,,,,,
D2,24/08/98,St Pauli,Arminia Bielefeld,1,2,A,0,1,A,,,,,,,,,,,
D2,09/09/98,Dusseldorf,TB Berlin,2,2,D,1,0,H,,,,,,,,,,,
D2,10/09/98,Hannover,FC Cologne,6,1,H,1,1,D,,,,,,,,,,,
D2,11/09/98,Arminia Bielefeld,Energie Cottbus,2,0,H,0,0,D,,,,,,,,,,,
D2,11/09/98,Karlsruhe,Oberhausen,3,1,H,0,1,A,,,,,,,,,,,
D2,11/09/98,Wattenscheid,F Koln,0,0,D,0,0,D,,,,,,,,,,,
D2,13/09/98,SpVgg Greuther Fürth,Dusseldorf,1,0,H,1,0,H,,,,,,,,,,,
D2,13/09/98,Hannover,Ulm,1,1,D,0,1,A,,,,,,,,,,,
D2,13/09/98,VfB Stuttgarter K,Gutersloh,2,1,H,0,1,A,,,,,,,,,,,
D2,13/09/98,TB Berlin,Uerdingen,3,1,H,2,1,H,,,,,,,,,,,
D2,13/09/98,Unterhaching,Mainz,1,0,H,0,0,D,,,,,,,,,,,
D2,14/09/98,FC Cologne,St Pauli,1,4,A,1,4,A,,,,,,,,,,,
D2,18/09/98,Oberhausen,Arminia Bielefeld,1,5,A,1,1,D,,,,,,,,,,,
D2,18/09/98,VfB Stuttgarter K,TB Berlin,1,0,H,0,0,D,,,,,,,,,,,
D2,19/09/98,Dusseldorf,Wattenscheid,1,1,D,0,1,A,,,,,,,,,,,
D2,20/09/98,F Koln,Karlsruhe,0,1,A,0,1,A,,,,,,,,,,,
D2,20/09/98,Gutersloh,Ulm,1,1,D,0,0,D,,,,,,,,,,,
D2,20/09/98,Mainz,Hannover,1,0,H,1,0,H,,,,,,,,,,,
D2,20/09/98,St Pauli,Unterhaching,1,1,D,0,1,A,,,,,,,,,,,
D2,21/09/98,Energie Cottbus,FC Cologne,2,3,A,2,2,D,,,,,,,,,,,
D2,25/09/98,Karlsruhe,Dusseldorf,3,1,H,1,1,D,,,,,,,,,,,
D2,25/09/98,TB Berlin,Gutersloh,2,0,H,0,0,D,,,,,,,,,,,
D2,26/09/98,Arminia Bielefeld,F Koln,2,1,H,1,1,D,,,,,,,,,,,
D2,27/09/98,FC Cologne,Oberhausen,2,1,H,2,0,H,,,,,,,,,,,
D2,27/09/98,SpVgg Greuther Fürth,VfB Stuttgarter K,1,0,H,0,0,D,,,,,,,,,,,
D2,27/09/98,Hannover,St Pauli,3,0,H,3,0,H,,,,,,,,,,,
D2,27/09/98,Unterhaching,Energie Cottbus,1,0,H,0,0,D,,,,,,,,,,,
D2,27/09/98,Wattenscheid,Uerdingen,2,1,H,1,0,H,,,,,,,,,,,
D2,28/09/98,Ulm,Mainz,4,2,H,2,1,H,,,,,,,,,,,
D2,02/10/98,Dusseldorf,Arminia Bielefeld,2,2,D,2,0,H,,,,,,,,,,,
D2,02/10/98,Oberhausen,Unterhaching,0,2,A,0,1,A,,,,,,,,,,,
D2,02/10/98,St Pauli,Ulm,0,1,A,0,1,A,,,,,,,,,,,
D2,02/10/98,Uerdingen,Karlsruhe,1,3,A,1,1,D,,,,,,,,,,,
D2,04/10/98,Energie Cottbus,Hannover,1,0,H,0,0,D,,,,,,,,,,,
D2,04/10/98,Gutersloh,Mainz,6,1,H,2,0,H,,,,,,,,,,,
D2,04/10/98,VfB Stuttgarter K,Wattenscheid,0,2,A,0,1,A,,,,,,,,,,,
D2,04/10/98,TB Berlin,SpVgg Greuther Fürth,2,1,H,2,1,H,,,,,,,,,,,
D2,05/10/98,F Koln,FC Cologne,4,2,H,3,0,H,,,,,,,,,,,
D2,16/10/98,Hannover,Oberhausen,1,1,D,0,1,A,,,,,,,,,,,
D2,16/10/98,Karlsruhe,VfB Stuttgarter K,6,0,H,2,0,H,,,,,,,,,,,
D2,16/10/98,Wattenscheid,TB Berlin,0,1,A,0,1,A,,,,,,,,,,,
D2,18/10/98,Arminia Bielefeld,Uerdingen,1,0,H,0,0,D,,,,,,,,,,,
D2,18/10/98,SpVgg Greuther Fürth,Gutersloh,3,2,H,1,2,A,,,,,,,,,,,
D2,18/10/98,Mainz,St Pauli,3,0,H,0,0,D,,,,,,,,,,,
D2,18/10/98,Ulm,Energie Cottbus,2,2,D,1,1,D,,,,,,,,,,,
D2,18/10/98,Unterhaching,F Koln,3,0,H,1,0,H,,,,,,,,,,,
D2,19/10/98,FC Cologne,Dusseldorf,1,0,H,0,0,D,,,,,,,,,,,
D2,21/10/98,Uerdingen,SpVgg Greuther Fürth,0,2,A,0,1,A,,,,,,,,,,,
D2,23/10/98,Energie Cottbus,Mainz,2,2,D,1,1,D,,,,,,,,,,,
D2,23/10/98,Oberhausen,Ulm,2,2,D,0,1,A,,,,,,,,,,,
D2,23/10/98,VfB Stuttgarter K,Arminia Bielefeld,2,2,D,0,1,A,,,,,,,,,,,
D2,25/10/98,Dusseldorf,Unterhaching,1,3,A,0,2,A,,,,,,,,,,,
D2,25/10/98,SpVgg Greuther Fürth,Wattenscheid,2,1,H,0,0,D,,,,,,,,,,,
D2,25/10/98,Gutersloh,St Pauli,1,4,A,1,2,A,,,,,,,,,,,
D2,25/10/98,TB Berlin,Karlsruhe,3,2,H,3,1,H,,,,,,,,,,,
D2,25/10/98,Uerdingen,FC Cologne,2,2,D,2,1,H,,,,,,,,,,,
D2,26/10/98,F Koln,Hannover,3,0,H,0,0,D,,,,,,,,,,,
D2,30/10/98,FC Cologne,VfB Stuttgarter K,0,1,A,0,0,D,,,,,,,,,,,
D2,30/10/98,Mainz,Oberhausen,0,0,D,0,0,D,,,,,,,,,,,
D2,30/10/98,Wattenscheid,Gutersloh,1,1,D,1,0,H,,,,,,,,,,,
D2,31/10/98,Unterhaching,Uerdingen,2,0,H,0,0,D,,,,,,,,,,,
D2,01/11/98,Hannover,Dusseldorf,0,2,A,0,1,A,,,,,,,,,,,
D2,01/11/98,Karlsruhe,SpVgg Greuther Fürth,1,0,H,0,0,D,,,,,,,,,,,
D2,01/11/98,St Pauli,Energie Cottbus,1,1,D,0,0,D,,,,,,,,,,,
D2,01/11/98,Ulm,F Koln,3,3,D,1,2,A,,,,,,,,,,,
D2,02/11/98,Arminia Bielefeld,TB Berlin,3,1,H,2,1,H,,,,,,,,,,,
D2,06/11/98,VfB Stuttgarter K,Unterhaching,1,0,H,0,0,D,,,,,,,,,,,
D2,06/11/98,Wattenscheid,Karlsruhe,0,0,D,0,0,D,,,,,,,,,,,
D2,08/11/98,Dusseldorf,Ulm,1,3,A,0,0,D,,,,,,,,,,,
D2,08/11/98,F Koln,Mainz,2,0,H,1,0,H,,,,,,,,,,,
D2,08/11/98,SpVgg Greuther Fürth,Arminia Bielefeld,2,0,H,1,0,H,,,,,,,,,,,
D2,08/11/98,Gutersloh,Energie Cottbus,1,1,D,0,0,D,,,,,,,,,,,
D2,08/11/98,Oberhausen,St Pauli,3,2,H,0,1,A,,,,,,,,,,,
D2,09/11/98,TB Berlin,FC Cologne,1,1,D,1,1,D,,,,,,,,,,,
D2,13/11/98,Energie Cottbus,Oberhausen,0,2,A,0,1,A,,,,,,,,,,,
D2,13/11/98,Hannover,VfB Stuttgarter K,2,1,H,2,1,H,,,,,,,,,,,
D2,13/11/98,Mainz,Dusseldorf,0,0,D,0,0,D,,,,,,,,,,,
D2,13/11/98,Unterhaching,TB Berlin,3,1,H,2,1,H,,,,,,,,,,,
D2,15/11/98,Arminia Bielefeld,Wattenscheid,1,0,H,0,0,D,,,,,,,,,,,
D2,15/11/98,FC Cologne,SpVgg Greuther Fürth,1,0,H,0,0,D,,,,,,,,,,,
D2,15/11/98,St Pauli,F Koln,0,0,D,0,0,D,,,,,,,,,,,
D2,15/11/98,Ulm,Uerdingen,2,2,D,0,1,A,,,,,,,,,,,
D2,16/11/98,Karlsruhe,Gutersloh,2,3,A,0,2,A,,,,,,,,,,,
D2,20/11/98,Dusseldorf,St Pauli,2,2,D,0,2,A,,,,,,,,,,,
D2,20/11/98,F Koln,Energie Cottbus,3,0,H,2,0,H,,,,,,,,,,,
