Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
F1,09/12/00,Guingamp,AS Monaco,2,2,D,2,0,H,2.4,3.05,2.7,2.3,2.8,2.6,,,,2.3,3.1,2.75,2.5,3.1,2.5
F1,09/12/00,Lille,Sedan,2,0,H,1,0,H,2.1,3,3.3,2.2,2.7,2.9,,,,2.1,3.1,3.1,2.2,3,3
F1,09/12/00,Lyon,Bastia,1,0,H,1,0,H,1.85,3.2,3.75,1.9,2.8,3.3,,,,1.8,3.1,4,1.72,3.1,4.5
F1,09/12/00,Paris Saint-Germain,Metz,1,0,H,0,0,D,1.55,3.4,5.4,1.45,3.5,5,,,,1.53,3.4,5.5,1.53,3.6,5
F1,09/12/00,Strasbourg,Stade Rennes,1,1,D,0,1,A,2.3,3.15,2.75,2.3,2.9,2.5,,,,2.3,3,2.8,2.3,3.1,2.75
F1,09/12/00,Toulouse,Lens,1,0,H,0,0,D,2.5,3,2.6,2.4,2.9,2.4,,,,2.6,3,2.5,2.5,3.1,2.5
F1,10/12/00,Bordeaux,Saint-Etienne,2,1,H,1,1,D,1.57,3.3,5.7,1.5,3.2,5,,,,1.5,3.4,6,1.57,3.25,5.5
F1,10/12/00,Marseille,Nantes,2,0,H,2,0,H,2.35,3.1,2.7,2.2,2.8,2.8,,,,2.3,3,2.8,2.25,3.1,2.8
F1,13/12/00,Bastia,Nantes,3,1,H,2,0,H,2.2,2.9,3.1,2.1,2.9,2.9,,,,2.2,3,3,2,3,3.4
F1,13/12/00,Lille,Paris Saint-Germain,2,0,H,1,0,H,2.3,3,2.85,2.2,2.8,2.8,,,,2.2,3.1,2.88,2.25,3,2.87
F1,13/12/00,Lyon,Toulouse,4,1,H,1,0,H,1.5,3.4,6.25,1.5,3.2,5,,,,1.5,3.4,6,1.5,3.4,6
F1,16/12/00,Guingamp,Marseille,1,0,H,1,0,H,2.05,2.8,3.6,1.9,2.8,3.3,,,,2,3,3.4,2.1,3,3.2
F1,16/12/00,Lens,Bordeaux,2,2,D,0,2,A,2.3,3.15,2.7,2.2,2.7,2.9,,,,2.2,3,3,2.25,3,2.87
F1,16/12/00,Metz,Lille,1,1,D,1,0,H,2.35,3.1,2.65,2.1,2.8,3,,,,2.3,3,2.8,2.25,3,2.87
F1,16/12/00,AS Monaco,Stade Rennes,1,2,A,1,0,H,1.65,3.2,4.9,1.6,3.2,4.2,,,,1.67,3.25,4.5,1.72,3.2,4.33
F1,16/12/00,Sedan,Strasbourg,1,0,H,1,0,H,1.45,3.6,6.5,1.5,3.2,5,,,,1.44,3.6,6.5,1.5,3.6,5.5
F1,16/12/00,Saint-Etienne,AJ Auxerre,2,0,H,1,0,H,1.9,3,3.6,1.9,2.8,3.3,,,,1.91,3.1,3.6,1.8,3.25,3.8
F1,16/12/00,Troyes,Lyon,1,0,H,1,0,H,2.4,3,2.7,2.3,2.7,2.7,,,,2.38,2.9,2.8,2.4,3.1,2.6
F1,17/12/00,Bastia,Paris Saint-Germain,1,1,D,0,1,A,2.3,3.1,2.8,2.2,2.8,2.8,,,,2.1,3.2,3,2.1,3.2,3
F1,17/12/00,Nantes,Toulouse,3,2,H,0,1,A,1.45,3.6,6.5,1.45,3.5,5,,,,1.4,3.75,7,1.44,3.4,7
F1,20/12/00,Marseille,AS Monaco,2,1,H,1,1,D,2.15,3.1,2.8,2.2,2.8,2.8,2.25,3.2,2.75,2.2,3.1,2.9,2,3.1,3.3
F1,21/12/00,AJ Auxerre,Lens,3,2,H,2,1,H,2,3,3.2,2.1,2.8,3,2.25,3.2,2.75,2,3.2,3.2,2.1,3.2,3
F1,21/12/00,Bordeaux,Nantes,0,2,A,0,1,A,1.75,2.9,5,1.75,2.9,3.8,2,3.2,3.2,1.8,3.1,4,1.72,3.2,4.33
F1,21/12/00,Lille,Bastia,1,0,H,0,0,D,1.85,3.2,3.5,1.9,2.8,3.3,2,3.2,3.2,1.75,3.3,4,1.8,3.3,3.75
F1,21/12/00,Lyon,Saint-Etienne,2,1,H,1,0,H,1.6,3.3,5.5,1.6,3.2,4.2,1.61,3.25,5,1.62,3.25,5,1.72,3.1,4.5
F1,21/12/00,Paris Saint-Germain,Troyes,0,0,D,0,0,D,1.47,3.5,7,1.45,3.5,5,1.57,3.25,5.5,1.53,3.4,5.5,1.53,3.4,5.5
F1,21/12/00,Stade Rennes,Sedan,2,0,H,1,0,H,2.1,3.2,2.8,2,2.8,3.1,2.37,3.25,2.5,2.2,3.1,2.88,2.1,3.2,3
F1,21/12/00,Toulouse,Guingamp,1,1,D,0,0,D,2.2,3.3,2.6,2.2,2.8,2.8,2.4,3.25,2.5,2.25,3,2.88,2.2,3,3
F1,12/01/01,Lens,Lyon,0,0,D,0,0,D,2.1,3,3.2,2.2,2.7,2.9,2.2,3,3,2.2,2.88,3.1,2.2,3,3
F1,13/01/01,Bastia,Strasbourg,3,1,H,1,1,D,1.47,3.6,6,1.45,3.5,5,1.5,3.4,6,1.5,3.4,6,1.4,3.7,7
F1,13/01/01,Guingamp,Bordeaux,1,1,D,1,0,H,2.45,3.05,2.6,2.4,2.7,2.6,2.5,3.25,2.4,2.4,3,2.7,2.4,3.1,2.6
F1,13/01/01,Marseille,Toulouse,1,1,D,0,0,D,1.5,3.2,6,1.55,3.2,4.8,1.5,3.4,6,1.5,3.4,6,1.5,3.4,6
F1,13/01/01,Metz,Stade Rennes,2,2,D,1,1,D,2.35,3,2.75,2.2,2.7,2.9,2.37,3.2,2.6,2.4,3,2.7,2.35,2.9,2.8
F1,13/01/01,AS Monaco,Sedan,1,0,H,1,0,H,1.85,3.2,3.7,1.7,3.1,3.8,2,3.2,3.2,1.83,3.2,3.75,1.83,3.2,3.75
F1,13/01/01,Nantes,AJ Auxerre,1,1,D,0,1,A,1.6,3.3,4.8,1.65,3.1,4,1.5,3.4,6,1.62,3.25,5,1.57,3.25,5.5
F1,13/01/01,Saint-Etienne,Paris Saint-Germain,1,0,H,0,0,D,2.15,3,3.1,2.2,2.8,2.8,2.4,3.25,2.5,2.25,3.1,2.8,2.2,3.1,2.87
F1,13/01/01,Troyes,Lille,2,1,H,0,1,A,2.1,3,3.2,2.1,2.8,3,2.1,3.2,3,2.15,3,3.1,1.9,3.1,3.6
F1,26/01/01,Bordeaux,Marseille,3,0,H,2,0,H,1.62,3.4,4.85,1.6,3,4.5,,,,1.62,3.25,5,1.61,3.25,5
F1,27/01/01,AJ Auxerre,Guingamp,1,1,D,0,0,D,1.92,3.05,3.65,1.85,2.9,3.4,2,3.2,3.2,1.91,3.1,3.6,1.9,3,3.75
F1,27/01/01,Lille,Saint-Etienne,4,1,H,3,1,H,1.62,3.25,5.1,1.7,3,4,1.61,3.25,5,1.67,3.2,4.75,1.65,3.1,5
F1,27/01/01,Lyon,Nantes,3,1,H,1,0,H,1.97,3.1,3.45,2,2.7,3.2,2,3.2,3.2,1.91,3.1,3.6,1.9,3.1,3.6
F1,27/01/01,Paris Saint-Germain,Lens,1,0,H,1,0,H,1.6,3.3,5.2,1.6,3,4.5,1.73,3.2,4.33,1.67,3.25,4.6,1.72,3.2,4.33
F1,27/01/01,Stade Rennes,Bastia,1,2,A,0,0,D,1.85,3.1,3.85,1.8,2.9,3.6,1.8,3.25,3.75,1.9,3.1,3.6,1.75,3.2,4.2
F1,27/01/01,Sedan,Metz,0,0,D,0,0,D,1.57,3.35,5.4,1.6,3,4.5,1.61,3.25,5,1.57,3.25,5.5,1.6,3.2,5.25
F1,27/01/01,Strasbourg,Troyes,3,3,D,1,1,D,2.35,2.95,2.8,2.3,2.8,2.6,2.4,3.25,2.5,2.38,3.1,2.63,2.4,3.1,2.6
F1,27/01/01,Toulouse,AS Monaco,2,1,H,1,1,D,2.67,2.9,2.45,2.45,2.8,2.45,2.5,3.25,2.4,2.5,3.1,2.5,2.4,3.1,2.6
F1,03/02/01,Bastia,Sedan,0,1,A,0,1,A,1.67,3.2,4.6,1.7,3,4,1.73,3.4,4,1.7,3.2,4.5,1.65,3.35,4.5
F1,03/02/01,Guingamp,Lyon,2,3,A,1,2,A,2.4,2.9,2.8,2.4,2.6,2.7,2.5,3,2.6,2.4,2.88,2.75,2.37,3,2.7
F1,03/02/01,Marseille,AJ Auxerre,0,1,A,0,1,A,1.8,3.2,3.8,1.9,2.8,3.3,1.8,3.25,3.75,1.83,3.2,3.75,1.75,3.25,4
F1,03/02/01,AS Monaco,Metz,6,1,H,3,1,H,1.6,3.3,5.25,1.75,3,3.8,1.73,3.2,4.33,1.62,3.3,5,1.61,3.1,5.5
F1,03/02/01,Nantes,Paris Saint-Germain,1,0,H,0,0,D,1.97,3,3.6,2,2.7,3.2,1.8,3.25,3.75,1.9,3.1,3.6,1.83,3.2,3.75
F1,03/02/01,Saint-Etienne,Strasbourg,3,3,D,2,1,H,1.62,3.3,5,1.6,3.2,4.2,1.57,3.5,5,1.62,3.3,5,1.6,3.4,4.8
F1,03/02/01,Toulouse,Bordeaux,1,1,D,1,0,H,2.9,2.9,2.32,2.9,2.7,2.2,3,3.2,2.1,2.7,3,2.38,2.62,3.1,2.37
F1,04/02/01,Lens,Lille,0,1,A,0,0,D,2.1,2.9,3.35,2,2.6,3.4,2.37,3.2,2.6,2.05,2.9,3.4,2.1,3.1,3.1
F1,06/02/01,Lyon,Marseille,1,1,D,0,0,D,1.57,3.4,5.3,1.55,3.2,4.8,1.57,3.5,5,1.55,3.3,5.25,1.55,3.35,5.5
F1,06/02/01,Stade Rennes,Saint-Etienne,3,0,H,3,0,H,1.75,3.3,4,1.8,2.9,3.6,1.73,3.2,4.33,1.75,3.2,4.2,1.75,3.2,4.2
F1,07/02/01,AJ Auxerre,Toulouse,2,0,H,0,0,D,1.6,3.35,5.2,1.55,3.2,4.8,1.67,3.25,4.5,1.62,3.25,5,1.65,3.3,4.6
F1,07/02/01,Bordeaux,AS Monaco,2,1,H,1,1,D,1.8,3.2,3.9,1.75,3.1,3.6,1.8,3.25,3.75,1.75,3.3,4,1.75,3,4.5
F1,07/02/01,Lille,Nantes,1,1,D,0,1,A,2.1,3,3.2,2.1,2.7,3.1,2.2,3.25,2.75,2.1,3.2,3,2.15,2.9,3.2
F1,07/02/01,Metz,Bastia,3,2,H,2,1,H,2.15,3.1,2.9,2.1,2.7,3.1,2.4,3.25,2.5,2.3,3,2.8,2.35,2.8,2.9
F1,07/02/01,Paris Saint-Germain,Guingamp,1,3,A,1,2,A,1.6,3.25,5.25,1.6,3,4.5,1.67,3.25,4.5,1.6,3.3,5,1.6,3.25,5.25
F1,07/02/01,Sedan,Troyes,2,1,H,0,1,A,1.75,3.2,4.2,1.75,3,3.8,1.83,3.2,3.75,1.75,3.25,4,1.75,3.2,4.2
F1,07/02/01,Strasbourg,Lens,1,0,H,0,0,D,2.25,2.95,2.85,2.3,2.8,2.6,2.4,3.25,2.5,2.3,2.9,2.9,2.35,3,2.75
F1,17/02/01,Guingamp,Lille,0,1,A,0,1,A,2.22,2.95,3,2.2,2.7,2.9,,,,2.2,3,3,2,3.1,3.3
F1,17/02/01,Lens,Stade Rennes,1,2,A,0,0,D,2.05,3,3.4,2.1,2.7,3.1,,,,2.1,3.1,3.1,2.05,3.1,3.2
F1,17/02/01,Marseille,Paris Saint-Germain,1,0,H,0,0,D,2.12,3,3.15,2.1,2.8,3,,,,2.05,3,3.25,2.1,3,3.2
F1,17/02/01,AS Monaco,Bastia,2,1,H,2,0,H,1.77,3.1,4.2,1.65,3.2,3.9,,,,1.73,3.2,4.33,1.8,3.1,4
F1,17/02/01,Saint-Etienne,Sedan,0,2,A,0,0,D,2.17,3,3.05,2,2.7,3.2,,,,2.2,3,3,2.15,3,3.1
F1,17/02/01,Toulouse,Lyon,1,1,D,0,1,A,2.85,3,2.27,2.5,2.7,2.5,,,,2.7,3,2.4,2.8,2.87,2.37
F1,17/02/01,Troyes,Metz,3,2,H,2,1,H,1.7,3.25,4.4,1.7,3.1,3.8,,,,1.7,3.25,4.33,1.7,3.3,4.3
F1,18/02/01,Bordeaux,AJ Auxerre,1,0,H,1,0,H,1.67,3.25,4.6,1.75,3.1,3.6,,,,1.7,3.25,4.33,1.72,3.2,4.33
F1,18/02/01,Nantes,Strasbourg,1,0,H,0,0,D,1.42,3.65,6.75,1.4,3.6,5.5,,,,1.4,3.75,7,1.44,3.4,7
F1,23/02/01,Troyes,Stade Rennes,3,1,H,1,0,H,2,3.05,3.4,2,2.7,3.2,,,,2.05,3,3.3,,,
F1,03/03/01,AJ Auxerre,AS Monaco,1,0,H,1,0,H,2.2,3,3,2,2.7,3.2,,,,2.2,3,3,2.1,3.2,3
F1,03/03/01,Bastia,Troyes,2,2,D,2,2,D,1.86,3.1,3.84,1.75,2.9,3.8,,,,1.83,3,4,1.72,3.2,4.3
F1,03/03/01,Lille,Marseille,1,0,H,1,0,H,1.73,3.2,4.35,1.6,3.2,4.2,,,,1.7,3.25,4.33,1.72,3.4,4
F1,03/03/01,Lyon,Bordeaux,2,1,H,0,1,A,2.1,2.9,3.35,2.1,2.7,3.1,,,,2,3,3.4,1.9,3,3.75
F1,03/03/01,Metz,Saint-Etienne,3,0,H,1,0,H,1.88,3.2,3.65,1.9,2.8,3.3,,,,1.83,3.2,3.75,1.8,3.2,3.9
F1,03/03/01,Paris Saint-Germain,Toulouse,3,0,H,0,0,D,1.52,3.45,5.85,1.5,3.4,4.7,,,,1.57,3.4,5.2,1.55,3.5,5.2
F1,03/03/01,Sedan,Lens,2,2,D,0,1,A,1.7,3.2,4.55,1.65,3.1,4,,,,1.62,3.4,4.75,1.6,3.3,4.75
F1,03/03/01,Strasbourg,Guingamp,0,1,A,0,0,D,2.45,2.95,2.67,2.3,2.7,2.7,,,,2.5,2.88,2.63,2.4,3,2.65
F1,04/03/01,Stade Rennes,Nantes,0,2,A,0,0,D,2.37,3,2.75,2.3,2.8,2.6,,,,2.38,2.88,2.8,2.3,3,2.8
F1,17/03/01,AJ Auxerre,Lyon,0,3,A,0,1,A,2.35,2.95,2.85,2.2,2.8,2.8,2.37,3,2.75,2.25,2.88,3,2.37,3.1,2.62
F1,17/03/01,Guingamp,Stade Rennes,1,6,A,0,3,A,2.05,3.05,3.35,2.1,2.8,3,2.1,3,3.2,2.1,3,3.2,2.1,3,3.2
F1,17/03/01,Lens,Metz,1,1,D,1,1,D,1.8,3.1,4.2,1.8,2.9,3.6,1.83,3.2,3.75,1.83,3.2,3.75,1.8,3.2,3.7
F1,17/03/01,Marseille,Strasbourg,0,0,D,0,0,D,1.55,3.45,5.5,1.6,3.2,4.2,1.5,3.4,6,1.53,3.4,5.5,1.55,3.6,5
F1,17/03/01,AS Monaco,Troyes,4,3,H,2,1,H,1.75,3.25,4.2,1.7,3.1,3.8,1.73,3.2,4.33,1.73,3.2,4.33,1.72,3.2,4.33
F1,17/03/01,Nantes,Sedan,4,1,H,1,0,H,1.8,3.1,4.2,1.8,2.9,3.6,1.73,3.2,4.33,1.73,3.2,4.33,1.72,3.2,4.33
F1,17/03/01,Saint-Etienne,Bastia,2,1,H,1,0,H,2.25,2.95,3,1.9,2.9,3.2,2.2,3.25,2.75,2.2,3.1,2.88,2,3.15,3.25
F1,17/03/01,Toulouse,Lille,0,2,A,0,1,A,2.75,2.9,2.45,2.5,2.7,2.5,2.75,3.2,2.25,2.63,3.1,2.38,2.6,3.1,2.4
F1,18/03/01,Bordeaux,Paris Saint-Germain,2,0,H,1,0,H,1.8,3.15,4.1,1.8,2.9,3.6,1.73,3.4,4,1.75,3.2,4.2,1.72,3.4,4
F1,06/04/01,Lille,Bordeaux,2,2,D,0,1,A,2.12,2.95,3.3,2.2,2.8,2.8,,,,2.1,3.1,3.1,2.1,3.1,3.1
F1,07/04/01,Bastia,Lens,1,3,A,0,2,A,1.8,3.05,4.3,1.75,3.1,3.6,,,,1.8,3.1,4,1.8,3.1,4
F1,07/04/01,Lyon,AS Monaco,2,1,H,0,0,D,1.72,3.25,4.4,1.75,3.1,3.6,,,,1.73,3.2,4.2,1.61,3.3,5
F1,07/04/01,Metz,Nantes,1,2,A,1,1,D,2.78,2.8,2.5,2.5,2.7,2.5,,,,2.75,3.1,2.3,2.8,3,2.3
F1,07/04/01,Paris Saint-Germain,AJ Auxerre,3,0,H,1,0,H,1.72,3.2,4.5,1.75,3.1,3.6,,,,1.7,3.2,4.5,1.72,3.2,4.33
F1,07/04/01,Stade Rennes,Marseille,2,0,H,0,0,D,1.87,3.05,3.95,1.75,3.1,3.6,,,,1.73,3.3,4,1.72,3.2,4.33
F1,07/04/01,Sedan,Guingamp,2,2,D,1,1,D,1.75,3.15,4.4,1.75,3.1,3.6,,,,1.7,3.25,4.33,1.66,3.3,4.5
F1,07/04/01,Strasbourg,Toulouse,1,0,H,1,0,H,1.95,3,3.7,2,2.9,3,,,,1.9,3.2,3.5,1.9,3.4,3.25
F1,07/04/01,Troyes,Saint-Etienne,0,0,D,0,0,D,1.65,3.3,4.85,1.75,3.1,3.6,,,,1.67,3.25,4.5,1.72,3.2,4.33
F1,11/04/01,Strasbourg,Metz,0,1,A,0,0,D,2.15,3,3.15,2.2,2.8,2.8,,,,2.1,3.1,3.1,2,3.2,3.2
F1,14/04/01,AJ Auxerre,Lille,1,1,D,1,1,D,2.5,2.9,2.7,2.2,2.9,2.7,2.5,3.2,2.5,2.5,3.1,2.5,2.5,3.1,2.5
F1,14/04/01,Bordeaux,Strasbourg,2,1,H,0,0,D,1.4,3.8,7.2,1.4,3.6,5.5,1.3,4.33,8,1.36,4,7,1.4,4,6
F1,14/04/01,Guingamp,Metz,1,3,A,1,0,H,1.88,3.15,3.7,2,2.8,3.1,1.91,3.2,3.5,1.91,3.2,3.5,1.9,3.25,3.4
F1,14/04/01,Marseille,Sedan,2,1,H,2,1,H,2,3.05,3.45,2,2.8,3.1,2,3.2,3.2,2.1,3,3.2,2,3.1,3.3
F1,14/04/01,AS Monaco,Saint-Etienne,5,3,H,0,2,A,1.66,3.25,4.9,1.75,2.9,3.8,1.61,3.25,5,1.6,3.3,5,1.66,3.4,4.33
F1,14/04/01,Nantes,Bastia,1,0,H,1,0,H,1.43,3.7,6.75,1.4,3.6,5.5,1.33,4,8,1.44,3.6,6.5,1.4,3.75,7
F1,14/04/01,Toulouse,Stade Rennes,2,0,H,1,0,H,2.55,2.85,2.7,2.4,2.9,2.4,2.5,3.2,2.5,2.4,3.2,2.5,2.5,3.1,2.5
F1,15/04/01,Lyon,Paris Saint-Germain,2,0,H,1,0,H,1.7,3.25,4.55,1.7,3.1,3.8,1.61,3.25,5,1.62,3.3,5,1.57,3.5,5
F1,28/04/01,Bastia,Guingamp,2,0,H,1,0,H,2,3,3.45,1.9,2.9,3.2,1.91,3.2,3.5,2,3,3.4,2,3.1,3.3
F1,28/04/01,Lille,Lyon,1,2,A,1,1,D,2.3,2.95,2.85,2.3,2.7,2.7,2.37,3.2,2.6,2.38,3,2.7,2.37,3.3,2.5
F1,28/04/01,Metz,Marseille,1,0,H,0,0,D,2.3,2.5,3.6,1.9,2.6,3.5,2.25,2.75,3.2,2.1,2.75,3.4,2.2,2.5,3.7
F1,28/04/01,Paris Saint-Germain,AS Monaco,1,1,D,0,0,D,1.8,3.15,4,1.8,3,3.5,1.8,3.25,3.75,1.83,3.2,3.75,1.8,3.3,3.75
F1,28/04/01,Stade Rennes,Bordeaux,1,2,A,0,2,A,2.62,2.9,2.52,2.4,2.9,2.4,2.75,3.25,2.2,2.5,3.1,2.5,2.37,3.1,2.62
F1,28/04/01,Sedan,Toulouse,2,3,A,2,1,H,1.4,4.1,6.7,1.35,3.8,6.2,1.4,3.75,7,1.44,3.75,6,1.44,3.75,6
F1,28/04/01,Saint-Etienne,Lens,1,1,D,0,1,A,2.1,2.95,3.25,2,2.9,3,2.2,3.25,2.75,1.91,3.1,3.6,1.8,3.3,3.75
F1,28/04/01,Strasbourg,AJ Auxerre,1,0,H,1,0,H,2.65,3,2.4,2.9,2.9,2.1,2.5,3.2,2.5,2.6,3.2,2.3,2.7,3.1,2.3
F1,29/04/01,Troyes,Nantes,0,1,A,0,0,D,2.8,2.95,2.35,2.4,2.9,2.4,3,3.2,2.1,2.88,3,2.25,2.6,3.1,2.4
F1,04/05/01,Lens,Troyes,1,1,D,1,0,H,2.05,3.1,3.3,2.1,2.8,3,2,3.2,3.2,2.1,3.2,3,2.15,3.2,2.9
F1,12/05/01,AJ Auxerre,Stade Rennes,0,1,A,0,1,A,2.2,3,3.05,2,2.9,3,2.37,3.25,2.5,2.3,3.1,2.75,2.4,3.1,2.6
F1,12/05/01,Bordeaux,Sedan,2,2,D,1,1,D,1.47,3.65,6.15,1.35,3.8,6.2,1.57,3.5,5,1.44,3.75,6,1.61,3.3,5
F1,12/05/01,Guingamp,Troyes,1,1,D,1,0,H,2.15,3.05,3.1,2.1,2.9,2.9,2.1,3.2,3,2.1,3.25,2.9,2.25,3.1,2.8
F1,12/05/01,Lyon,Strasbourg,5,0,H,2,0,H,1.22,5.2,9.5,1.25,4.3,8,1.17,5.5,12,1.25,4.75,9,1.28,4.5,8
F1,12/05/01,Marseille,Bastia,2,1,H,1,0,H,1.55,3.5,5.4,1.6,3.2,4.2,1.61,3.25,5,1.53,3.5,5.25,1.5,3.6,5.5
F1,12/05/01,AS Monaco,Lens,0,0,D,0,0,D,1.75,3.2,4.3,1.6,3.2,4.2,1.61,3.5,4.5,1.67,3.4,4.33,1.66,3.4,4.33
F1,12/05/01,Nantes,Saint-Etienne,1,0,H,1,0,H,1.22,5.2,9.5,1.2,4.7,9,1.17,5.5,12,1.22,5,9,1.28,4.5,8
F1,12/05/01,Paris Saint-Germain,Lille,2,2,D,0,1,A,2.17,3.1,3,2,3,2.9,2.2,3.25,2.75,2.25,3.25,2.7,2.25,3.2,2.75
F1,12/05/01,Toulouse,Metz,2,1,H,0,1,A,1.85,3.25,3.75,1.8,3,3.5,1.8,3.25,3.75,1.8,3.5,3.5,1.85,3.4,3.4
F1,19/05/01,Bastia,Toulouse,5,1,H,2,1,H,1.6,3.4,4.9,1.55,3.3,4.5,,,,,,,,,
F1,19/05/01,Lens,Nantes,1,4,A,0,1,A,2.52,3,2.57,2.2,2.8,2.8,,,,2.4,3,2.6,2.4,3.1,2.6
F1,19/05/01,Metz,Bordeaux,2,0,H,0,0,D,3.7,3.35,1.8,,,,,,,,,,,,
F1,19/05/01,AS Monaco,Lille,1,2,A,1,1,D,2.3,3.35,2.57,2.2,2.9,2.7,,,,2.3,3.3,2.5,2.35,3.35,2.5
F1,19/05/01,Stade Rennes,Lyon,3,4,A,3,2,H,1.75,3.35,3.8,,,,,,,1.73,3.4,3.75,1.75,3.4,3.8
F1,19/05/01,Sedan,AJ Auxerre,1,0,H,1,0,H,1.5,3.75,5.3,1.35,3.8,6.2,,,,1.4,4,6,1.5,3.6,5.5
F1,19/05/01,Saint-Etienne,Guingamp,2,2,D,1,0,H,1.9,3.2,3.25,2.1,2.9,2.9,,,,,,,,,
F1,19/05/01,Strasbourg,Paris Saint-Germain,1,2,A,0,0,D,2.5,3,2.57,2.35,3,2.35,,,,2.4,3.2,2.5,2.3,3.1,2.75
F1,19/05/01,Troyes,Marseille,1,1,D,1,1,D,1.95,3.05,3.4,1.6,3.2,4.2,,,,,,,2.1,3.3,2.9
