Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
F1,28/07/94,Bordeaux,Nice,1,0,H,,,,,,,,,,,,,,,,,,,,,
F1,29/07/94,Cannes,Bastia,0,0,D,,,,,,,,,,,,,,,,,,,,,
F1,29/07/94,Le Havre AC,Paris Saint-Germain,0,0,D,,,,,,,,,,,,,,,,,,,,,
F1,29/07/94,Lens,Lille,1,1,D,,,,,,,,,,,,,,,,,,,,,
F1,29/07/94,AS Monaco,Metz,0,1,A,,,,,,,,,,,,,,,,,,,,,
F1,29/07/94,Montpellier,Martigues,0,1,A,,,,,,,,,,,,,,,,,,,,,
F1,29/07/94,Nantes,Lyon,1,1,D,,,,,,,,,,,,,,,,,,,,,
F1,29/07/94,Sochaux,Caen,2,0,H,,,,,,,,,,,,,,,,,,,,,
F1,29/07/94,Saint-Etienne,Stade Rennes,1,1,D,,,,,,,,,,,,,,,,,,,,,
F1,29/07/94,Strasbourg,AJ Auxerre,1,1,D,,,,,,,,,,,,,,,,,,,,,
F1,01/08/94,AJ Auxerre,Nantes,1,2,A,,,,,,,,,,,,,,,,,,,,,
F1,02/08/94,Caen,Cannes,0,1,A,,,,,,,,,,,,,,,,,,,,,
F1,02/08/94,Lille,Strasbourg,1,0,H,,,,,,,,,,,,,,,,,,,,,
F1,02/08/94,Lyon,AS Monaco,3,1,H,,,,,,,,,,,,,,,,,,,,,
F1,02/08/94,Martigues,Saint-Etienne,1,1,D,,,,,,,,,,,,,,,,,,,,,
F1,02/08/94,Metz,Bastia,1,2,A
F1,02/08/94,Montpellier,Bordeaux,0,1,A
F1,02/08/94,Nice,Sochaux,1,0,H
F1,02/08/94,Paris Saint-Germain,Lens,1,0,H
F1,02/08/94,Stade Rennes,Le Havre AC,0,0,D
F1,05/08/94,Bordeaux,Martigues,1,1,D
F1,05/08/94,Cannes,Metz,1,0,H
F1,05/08/94,Le Havre AC,Nice,1,1,D
F1,05/08/94,Lens,Stade Rennes,5,0,H
F1,05/08/94,AS Monaco,AJ Auxerre,0,0,D
F1,05/08/94,Nantes,Caen,2,1,H
F1,05/08/94,Sochaux,Lille,3,0,H
F1,05/08/94,Saint-Etienne,Montpellier,4,0,H
F1,05/08/94,Strasbourg,Paris Saint-Germain,2,0,H
F1,06/08/94,Bastia,Lyon,0,1,A
F1,12/08/94,Caen,AS Monaco,0,1,A
F1,13/08/94,AJ Auxerre,Bastia,2,1,H
F1,13/08/94,Lille,Nantes,1,2,A
F1,13/08/94,Lyon,Metz,1,0,H
F1,13/08/94,Martigues,Le Havre AC,2,1,H
F1,13/08/94,Montpellier,Lens,1,2,A
F1,13/08/94,Nice,Cannes,2,1,H
F1,13/08/94,Paris Saint-Germain,Sochaux,1,1,D
F1,13/08/94,Stade Rennes,Bordeaux,2,0,H
F1,13/08/94,Saint-Etienne,Strasbourg,2,0,H
F1,19/08/94,Nantes,Paris Saint-Germain,1,0,H
F1,20/08/94,Bastia,Caen,1,0,H
F1,20/08/94,Bordeaux,Saint-Etienne,2,1,H
F1,20/08/94,Cannes,Lyon,5,1,H
F1,20/08/94,Le Havre AC,Montpellier,1,2,A
F1,20/08/94,Lens,Martigues,2,1,H
F1,20/08/94,Metz,AJ Auxerre,1,1,D
F1,20/08/94,AS Monaco,Lille,2,0,H
F1,20/08/94,Sochaux,Stade Rennes,1,3,A
F1,20/08/94,Strasbourg,Nice,3,2,H
F1,26/08/94,Stade Rennes,Strasbourg,1,1,D
F1,27/08/94,AJ Auxerre,Lyon,0,0,D
F1,27/08/94,Bordeaux,Cannes,0,2,A
F1,27/08/94,Caen,Metz,2,0,H
F1,27/08/94,Lille,Bastia,3,0,H
