Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
D1,15/10/99,Bayer Leverkusen,Ulm,4,1,H,3,0,H,,,,,,,,,,,
D1,16/10/99,Bayern Munich,Hertha Berlin,3,1,H,2,0,H,,,,,,,,,,,
D1,16/10/99,MSV Duisburg,Kaiserslautern,2,2,D,0,2,A,,,,,,,,,,,
D1,16/10/99,Hamburg SV,SC Freiburg,2,0,H,1,0,H,,,,,,,,,,,
D1,16/10/99,Hansa Rostock,Eintracht Frankfurt,3,1,H,1,0,H,,,,,,,,,,,
D1,16/10/99,Werder Bremen,TSV Munich 1860,1,3,A,0,1,A,,,,,,,,,,,
D1,17/10/99,VfB Stuttgart,Schalke 04,0,2,A,0,0,D,,,,,,,,,,,
D1,17/10/99,Unterhaching,VfL Wolfsburg,1,1,D,0,0,D,,,,,,,,,,,
D1,22/10/99,Eintracht Frankfurt,Schalke 04,0,2,A,0,0,D,,,,,,,,,,,
D1,22/10/99,Hansa Rostock,Arminia Bielefeld,2,1,H,1,0,H,,,,,,,,,,,
D1,23/10/99,SC Freiburg,Bayer Leverkusen,0,0,D,0,0,D,,,,,,,,,,,
D1,23/10/99,Hertha Berlin,VfB Stuttgart,1,1,D,1,0,H,,,,,,,,,,,
D1,23/10/99,Kaiserslautern,Bayern Munich,0,2,A,0,0,D,,,,,,,,,,,
D1,23/10/99,TSV Munich 1860,Hamburg SV,0,0,D,0,0,D,,,,,,,,,,,
D1,23/10/99,Ulm,Unterhaching,1,0,H,1,0,H,,,,,,,,,,,
D1,24/10/99,Borussia Dortmund,Werder Bremen,1,3,A,0,2,A,,,,,,,,,,,
D1,24/10/99,VfL Wolfsburg,MSV Duisburg,1,0,H,0,0,D,,,,,,,,,,,
D1,29/10/99,Arminia Bielefeld,Eintracht Frankfurt,1,1,D,0,0,D,,,,,,,,,,,
D1,29/10/99,Werder Bremen,Hansa Rostock,2,1,H,1,0,H,,,,,,,,,,,
D1,30/10/99,Bayern Munich,VfL Wolfsburg,5,0,H,3,0,H,,,,,,,,,,,
D1,30/10/99,MSV Duisburg,Ulm,0,0,D,0,0,D,,,,,,,,,,,
D1,30/10/99,Hamburg SV,Borussia Dortmund,1,1,D,0,0,D,,,,,,,,,,,
D1,30/10/99,Bayer Leverkusen,TSV Munich 1860,1,1,D,0,0,D,,,,,,,,,,,
D1,30/10/99,Schalke 04,Hertha Berlin,1,1,D,1,1,D,,,,,,,,,,,
D1,31/10/99,VfB Stuttgart,Kaiserslautern,0,1,A,0,1,A,,,,,,,,,,,
D1,31/10/99,Unterhaching,SC Freiburg,1,0,H,0,0,D,,,,,,,,,,,
D1,05/11/99,SC Freiburg,MSV Duisburg,3,0,H,2,0,H,,,,,,,,,,,
D1,05/11/99,Hansa Rostock,Hamburg SV,3,3,D,2,1,H,,,,,,,,,,,
D1,06/11/99,Borussia Dortmund,Bayer Leverkusen,1,1,D,1,1,D,,,,,,,,,,,
D1,06/11/99,Eintracht Frankfurt,Hertha Berlin,4,0,H,3,0,H,,,,,,,,,,,
D1,06/11/99,TSV Munich 1860,Unterhaching,2,1,H,1,0,H,,,,,,,,,,,
D1,06/11/99,Ulm,Bayern Munich,0,1,A,0,1,A,,,,,,,,,,,
D1,06/11/99,VfL Wolfsburg,VfB Stuttgart,0,2,A,0,1,A,,,,,,,,,,,
D1,07/11/99,Arminia Bielefeld,Werder Bremen,2,2,D,1,0,H,,,,,,,,,,,
D1,07/11/99,Kaiserslautern,Schalke 04,2,1,H,0,1,A,,,,,,,,,,,
D1,19/11/99,Werder Bremen,Eintracht Frankfurt,3,1,H,1,1,D,,,,,,,,,,,
D1,20/11/99,Bayern Munich,SC Freiburg,6,1,H,3,1,H,,,,,,,,,,,
D1,20/11/99,Hertha Berlin,Kaiserslautern,0,1,A,0,1,A,,,,,,,,,,,
D1,20/11/99,Bayer Leverkusen,Hansa Rostock,1,1,D,1,1,D,,,,,,,,,,,
D1,20/11/99,Schalke 04,VfL Wolfsburg,1,1,D,1,1,D,,,,,,,,,,,
D1,20/11/99,VfB Stuttgart,Ulm,2,0,H,1,0,H,,,,,,,,,,,
D1,21/11/99,MSV Duisburg,TSV Munich 1860,3,0,H,1,0,H,,,,,,,,,,,
D1,21/11/99,Hamburg SV,Arminia Bielefeld,5,0,H,2,0,H,,,,,,,,,,,
D1,26/11/99,SC Freiburg,VfB Stuttgart,0,2,A,0,1,A,,,,,,,,,,,
D1,26/11/99,Ulm,Schalke 04,1,1,D,1,0,H,,,,,,,,,,,
D1,27/11/99,Arminia Bielefeld,Bayer Leverkusen,1,2,A,0,1,A,,,,,,,,,,,
D1,27/11/99,Hansa Rostock,Unterhaching,1,1,D,1,0,H,,,,,,,,,,,
D1,27/11/99,TSV Munich 1860,Bayern Munich,1,0,H,0,0,D,,,,,,,,,,,
D1,27/11/99,VfL Wolfsburg,Hertha Berlin,2,3,A,2,1,H,,,,,,,,,,,
D1,28/11/99,Borussia Dortmund,MSV Duisburg,2,2,D,1,2,A,,,,,,,,,,,
D1,28/11/99,Eintracht Frankfurt,Kaiserslautern,0,1,A,0,1,A,,,,,,,,,,,
D1,28/11/99,Werder Bremen,Hamburg SV,2,1,H,0,0,D,,,,,,,,,,,
D1,01/12/99,Unterhaching,Borussia Dortmund,1,0,H,1,0,H,,,,,,,,,,,
D1,03/12/99,MSV Duisburg,Hansa Rostock,2,2,D,1,1,D,,,,,,,,,,,
D1,03/12/99,Hamburg SV,Eintracht Frankfurt,1,0,H,0,0,D,,,,,,,,,,,
D1,04/12/99,Bayern Munich,Borussia Dortmund,1,1,D,1,0,H,,,,,,,,,,,
D1,04/12/99,Hertha Berlin,Ulm,3,0,H,1,0,H,,,,,,,,,,,
D1,04/12/99,Bayer Leverkusen,Werder Bremen,3,2,H,1,1,D,,,,,,,,,,,
D1,04/12/99,Schalke 04,SC Freiburg,2,2,D,1,1,D,,,,,,,,,,,
D1,04/12/99,VfB Stuttgart,TSV Munich 1860,1,3,A,0,1,A,,,,,,,,,,,
D1,05/12/99,Kaiserslautern,VfL Wolfsburg,2,2,D,1,0,H,,,,,,,,,,,
D1,05/12/99,Unterhaching,Arminia Bielefeld,2,0,H,1,0,H,,,,,,,,,,,
D1,10/12/99,Arminia Bielefeld,MSV Duisburg,0,1,A,0,0,D,,,,,,,,,,,
D1,10/12/99,Werder Bremen,Unterhaching,2,2,D,2,0,H,,,,,,,,,,,
D1,11/12/99,Borussia Dortmund,VfB Stuttgart,1,1,D,1,1,D,,,,,,,,,,,
D1,11/12/99,SC Freiburg,Hertha Berlin,0,1,A,0,0,D,,,,,,,,,,,
D1,11/12/99,Hansa Rostock,Bayern Munich,0,3,A,0,1,A,,,,,,,,,,,
D1,11/12/99,TSV Munich 1860,Schalke 04,3,3,D,1,2,A,,,,,,,,,,,
D1,12/12/99,Bayer Leverkusen,Hamburg SV,2,2,D,1,1,D,,,,,,,,,,,
D1,12/12/99,Ulm,Kaiserslautern,3,1,H,3,0,H,,,,,,,,,,,
D1,12/12/99,VfL Wolfsburg,Eintracht Frankfurt,1,0,H,0,0,D,,,,,,,,,,,
D1,14/12/99,Bayern Munich,Arminia Bielefeld,2,1,H,1,1,D,,,,,,,,,,,
D1,14/12/99,MSV Duisburg,Werder Bremen,0,1,A,0,1,A,,,,,,,,,,,
D1,14/12/99,Hertha Berlin,TSV Munich 1860,1,1,D,0,0,D,,,,,,,,,,,
D1,14/12/99,VfB Stuttgart,Hansa Rostock,3,1,H,0,0,D,,,,,,,,,,,
D1,15/12/99,Eintracht Frankfurt,Bayer Leverkusen,1,2,A,1,0,H,,,,,,,,,,,
D1,15/12/99,Kaiserslautern,SC Freiburg,0,2,A,0,0,D,,,,,,,,,,,
D1,15/12/99,Schalke 04,Borussia Dortmund,0,0,D,0,0,D,,,,,,,,,,,
D1,15/12/99,Unterhaching,Hamburg SV,1,1,D,0,1,A,,,,,,,,,,,
D1,15/12/99,VfL Wolfsburg,Ulm,1,2,A,0,1,A,,,,,,,,,,,
D1,17/12/99,Arminia Bielefeld,VfB Stuttgart,1,2,A,0,0,D,,,,,,,,,,,
D1,17/12/99,Werder Bremen,Bayern Munich,0,2,A,0,0,D,,,,,,,,,,,
D1,18/12/99,SC Freiburg,VfL Wolfsburg,1,1,D,0,1,A,,,,,,,,,,,
D1,18/12/99,Hamburg SV,MSV Duisburg,6,1,H,5,1,H,,,,,,,,,,,
D1,18/12/99,Bayer Leverkusen,Unterhaching,2,1,H,0,0,D,,,,,,,,,,,
D1,18/12/99,TSV Munich 1860,Kaiserslautern,2,1,H,1,1,D,,,,,,,,,,,
D1,18/12/99,Ulm,Eintracht Frankfurt,3,0,H,1,0,H,,,,,,,,,,,
D1,19/12/99,Borussia Dortmund,Hertha Berlin,4,0,H,3,0,H,,,,,,,,,,,
D1,19/12/99,Hansa Rostock,Schalke 04,1,0,H,0,0,D,,,,,,,,,,,
D1,04/02/00,Borussia Dortmund,Kaiserslautern,0,1,A,0,0,D,,,,,,,,,,,
D1,04/02/00,Hansa Rostock,Hertha Berlin,0,1,A,0,0,D,,,,,,,,,,,
D1,05/02/00,Arminia Bielefeld,Schalke 04,1,2,A,0,1,A,,,,,,,,,,,
D1,05/02/00,SC Freiburg,Ulm,2,0,H,1,0,H,,,,,,,,,,,
D1,05/02/00,Bayer Leverkusen,MSV Duisburg,3,0,H,2,0,H,,,,,,,,,,,
D1,05/02/00,TSV Munich 1860,VfL Wolfsburg,1,2,A,1,1,D,,,,,,,,,,,
D1,05/02/00,Werder Bremen,VfB Stuttgart,2,1,H,2,0,H,,,,,,,,,,,
D1,06/02/00,Hamburg SV,Bayern Munich,0,0,D,0,0,D,,,,,,,,,,,
D1,06/02/00,Unterhaching,Eintracht Frankfurt,1,0,H,0,0,D,,,,,,,,,,,
D1,08/02/00,Hertha Berlin,Arminia Bielefeld,2,0,H,0,0,D,,,,,,,,,,,
D1,08/02/00,Kaiserslautern,Hansa Rostock,2,2,D,0,1,A,,,,,,,,,,,
D1,08/02/00,Schalke 04,Werder Bremen,3,1,H,1,1,D,,,,,,,,,,,
D1,08/02/00,Ulm,TSV Munich 1860,3,0,H,2,0,H,,,,,,,,,,,
D1,09/02/00,Bayern Munich,Bayer Leverkusen,4,1,H,2,0,H,,,,,,,,,,,
D1,09/02/00,MSV Duisburg,Unterhaching,2,0,H,2,0,H,,,,,,,,,,,
D1,09/02/00,Eintracht Frankfurt,SC Freiburg,2,0,H,1,0,H,,,,,,,,,,,
D1,09/02/00,VfB Stuttgart,Hamburg SV,1,3,A,0,0,D,,,,,,,,,,,
D1,09/02/00,VfL Wolfsburg,Borussia Dortmund,1,0,H,1,0,H,,,,,,,,,,,
D1,11/02/00,Arminia Bielefeld,Kaiserslautern,1,2,A,1,1,D,,,,,,,,,,,
D1,11/02/00,Werder Bremen,Hertha Berlin,4,1,H,3,0,H,,,,,,,,,,,
D1,12/02/00,Borussia Dortmund,Ulm,1,1,D,1,0,H,,,,,,,,,,,
D1,12/02/00,MSV Duisburg,Eintracht Frankfurt,2,3,A,1,2,A,,,,,,,,,,,
D1,12/02/00,Hansa Rostock,VfL Wolfsburg,1,1,D,1,0,H,,,,,,,,,,,
D1,12/02/00,Bayer Leverkusen,VfB Stuttgart,1,0,H,0,0,D,,,,,,,,,,,
D1,12/02/00,Unterhaching,Bayern Munich,0,2,A,0,0,D,,,,,,,,,,,
D1,13/02/00,Hamburg SV,Schalke 04,3,1,H,0,1,A,,,,,,,,,,,
D1,13/02/00,TSV Munich 1860,SC Freiburg,3,1,H,1,1,D,,,,,,,,,,,
D1,18/02/00,Hertha Berlin,Hamburg SV,2,1,H,0,0,D,,,,,,,,,,,
D1,18/02/00,Schalke 04,Bayer Leverkusen,1,1,D,1,1,D,,,,,,,,,,,
D1,19/02/00,Bayern Munich,MSV Duisburg,4,1,H,0,0,D,,,,,,,,,,,
D1,19/02/00,Eintracht Frankfurt,TSV Munich 1860,3,1,H,2,1,H,,,,,,,,,,,
D1,19/02/00,SC Freiburg,Borussia Dortmund,1,1,D,1,1,D,,,,,,,,,,,
D1,19/02/00,Kaiserslautern,Werder Bremen,4,3,H,1,2,A,,,,,,,,,,,
D1,19/02/00,VfB Stuttgart,Unterhaching,0,2,A,0,0,D,,,,,,,,,,,
D1,20/02/00,Ulm,Hansa Rostock,1,1,D,0,1,A,,,,,,,,,,,
D1,20/02/00,VfL Wolfsburg,Arminia Bielefeld,2,0,H,1,0,H,,,,,,,,,,,
D1,25/02/00,Hansa Rostock,SC Freiburg,1,1,D,0,0,D,,,,,,,,,,,
D1,26/02/00,Bayern Munich,Eintracht Frankfurt,4,1,H,1,0,H,,,,,,,,,,,
D1,26/02/00,MSV Duisburg,VfB Stuttgart,1,3,A,1,2,A,,,,,,,,,,,
D1,26/02/00,Hamburg SV,Kaiserslautern,2,1,H,1,0,H,,,,,,,,,,,
D1,26/02/00,Bayer Leverkusen,Hertha Berlin,3,1,H,3,1,H,,,,,,,,,,,
D1,26/02/00,Werder Bremen,VfL Wolfsburg,2,2,D,1,1,D,,,,,,,,,,,
D1,27/02/00,Borussia Dortmund,TSV Munich 1860,1,1,D,0,0,D,,,,,,,,,,,
D1,27/02/00,Unterhaching,Schalke 04,3,1,H,0,1,A,,,,,,,,,,,
D1,28/02/00,Arminia Bielefeld,Ulm,4,1,H,3,1,H,,,,,,,,,,,
D1,03/03/00,SC Freiburg,Arminia Bielefeld,1,1,D,0,1,A,,,,,,,,,,,
D1,03/03/00,VfL Wolfsburg,Hamburg SV,4,4,D,1,3,A,,,,,,,,,,,
D1,04/03/00,Hertha Berlin,Unterhaching,2,1,H,0,1,A,,,,,,,,,,,
D1,04/03/00,Kaiserslautern,Bayer Leverkusen,1,3,A,1,2,A,,,,,,,,,,,
D1,04/03/00,TSV Munich 1860,Hansa Rostock,4,3,H,1,1,D,,,,,,,,,,,
D1,04/03/00,Schalke 04,MSV Duisburg,3,0,H,1,0,H,,,,,,,,,,,
D1,04/03/00,VfB Stuttgart,Bayern Munich,2,0,H,0,0,D,,,,,,,,,,,
D1,05/03/00,Eintracht Frankfurt,Borussia Dortmund,1,1,D,0,1,A,,,,,,,,,,,
D1,05/03/00,Ulm,Werder Bremen,2,1,H,1,0,H,,,,,,,,,,,
D1,10/03/00,VfB Stuttgart,Eintracht Frankfurt,0,2,A,0,0,D,,,,,,,,,,,
D1,10/03/00,Unterhaching,Kaiserslautern,1,2,A,0,2,A,,,,,,,,,,,
D1,11/03/00,Bayern Munich,Schalke 04,4,1,H,1,0,H,,,,,,,,,,,
D1,11/03/00,Arminia Bielefeld,TSV Munich 1860,2,2,D,2,0,H,,,,,,,,,,,
D1,11/03/00,MSV Duisburg,Hertha Berlin,0,0,D,0,0,D,,,,,,,,,,,
D1,11/03/00,Hamburg SV,Ulm,1,2,A,0,1,A,,,,,,,,,,,
D1,11/03/00,Bayer Leverkusen,VfL Wolfsburg,4,1,H,1,0,H,,,,,,,,,,,
D1,12/03/00,Hansa Rostock,Borussia Dortmund,1,0,H,0,0,D,,,,,,,,,,,
D1,12/03/00,Werder Bremen,SC Freiburg,5,2,H,2,1,H,,,,,,,,,,,
D1,17/03/00,Eintracht Frankfurt,Hansa Rostock,0,0,D,0,0,D,,,,,,,,,,,
D1,17/03/00,VfL Wolfsburg,Unterhaching,2,2,D,1,0,H,,,,,,,,,,,
D1,18/03/00,SC Freiburg,Hamburg SV,0,2,A,0,1,A,,,,,,,,,,,
D1,18/03/00,Hertha Berlin,Bayern Munich,1,1,D,0,1,A,,,,,,,,,,,
D1,18/03/00,Kaiserslautern,MSV Duisburg,3,2,H,1,0,H,,,,,,,,,,,
D1,18/03/00,Schalke 04,VfB Stuttgart,3,0,H,0,0,D,,,,,,,,,,,
D1,18/03/00,Ulm,Bayer Leverkusen,1,9,A,0,4,A,,,,,,,,,,,
D1,19/03/00,Borussia Dortmund,Arminia Bielefeld,1,3,A,1,2,A,,,,,,,,,,,
D1,19/03/00,TSV Munich 1860,Werder Bremen,1,0,H,0,0,D,,,,,,,,,,,
D1,24/03/00,Arminia Bielefeld,Hansa Rostock,2,2,D,0,1,A,,,,,,,,,,,
D1,24/03/00,Unterhaching,Ulm,1,0,H,0,0,D,,,,,,,,,,,
D1,25/03/00,Bayern Munich,Kaiserslautern,2,2,D,1,2,A,,,,,,,,,,,
D1,25/03/00,MSV Duisburg,VfL Wolfsburg,2,3,A,1,0,H,,,,,,,,,,,
D1,25/03/00,Hamburg SV,TSV Munich 1860,2,0,H,1,0,H,,,,,,,,,,,
D1,25/03/00,Bayer Leverkusen,SC Freiburg,1,1,D,0,1,A,,,,,,,,,,,
D1,25/03/00,VfB Stuttgart,Hertha Berlin,1,0,H,0,0,D,,,,,,,,,,,
D1,26/03/00,Schalke 04,Eintracht Frankfurt,0,0,D,0,0,D,,,,,,,,,,,
D1,26/03/00,Werder Bremen,Borussia Dortmund,3,2,H,2,1,H,,,,,,,,,,,
D1,31/03/00,SC Freiburg,Unterhaching,4,3,H,1,1,D,,,,,,,,,,,
D1,31/03/00,Ulm,MSV Duisburg,0,3,A,0,2,A,,,,,,,,,,,
D1,01/04/00,Borussia Dortmund,Hamburg SV,0,1,A,0,0,D,,,,,,,,,,,
D1,01/04/00,Eintracht Frankfurt,Arminia Bielefeld,2,1,H,1,0,H,,,,,,,,,,,
D1,01/04/00,Hertha Berlin,Schalke 04,2,1,H,1,1,D,,,,,,,,,,,
D1,01/04/00,TSV Munich 1860,Bayer Leverkusen,1,2,A,0,0,D,,,,,,,,,,,
D1,01/04/00,VfL Wolfsburg,Bayern Munich,1,1,D,0,1,A,,,,,,,,,,,
D1,02/04/00,Hansa Rostock,Werder Bremen,1,1,D,1,1,D,,,,,,,,,,,
D1,02/04/00,Kaiserslautern,VfB Stuttgart,1,2,A,1,1,D,,,,,,,,,,,
D1,07/04/00,Hamburg SV,Hansa Rostock,1,0,H,1,0,H,,,,,,,,,,,
D1,07/04/00,Unterhaching,TSV Munich 1860,1,1,D,0,0,D,,,,,,,,,,,
D1,08/04/00,Bayern Munich,Ulm,4,0,H,2,0,H,,,,,,,,,,,
D1,08/04/00,Hertha Berlin,Eintracht Frankfurt,1,0,H,1,0,H,,,,,,,,,,,
D1,08/04/00,Bayer Leverkusen,Borussia Dortmund,3,1,H,1,1,D,,,,,,,,,,,
D1,08/04/00,Schalke 04,Kaiserslautern,1,2,A,1,2,A,,,,,,,,,,,
D1,08/04/00,VfB Stuttgart,VfL Wolfsburg,2,5,A,2,2,D,,,,,,,,,,,
D1,09/04/00,MSV Duisburg,SC Freiburg,1,2,A,0,0,D,,,,,,,,,,,
D1,09/04/00,Werder Bremen,Arminia Bielefeld,3,1,H,2,0,H,,,,,,,,,,,
D1,11/04/00,Borussia Dortmund,Unterhaching,1,3,A,1,1,D,,,,,,,,,,,
D1,11/04/00,Kaiserslautern,Hertha Berlin,1,2,A,1,1,D,,,,,,,,,,,
D1,11/04/00,Ulm,VfB Stuttgart,1,1,D,0,1,A,,,,,,,,,,,
D1,11/04/00,VfL Wolfsburg,Schalke 04,0,0,D,0,0,D,,,,,,,,,,,
D1,12/04/00,Arminia Bielefeld,Hamburg SV,3,0,H,1,0,H,,,,,,,,,,,
D1,12/04/00,Eintracht Frankfurt,Werder Bremen,1,0,H,0,0,D,,,,,,,,,,,
D1,12/04/00,SC Freiburg,Bayern Munich,1,2,A,1,1,D,,,,,,,,,,,
D1,12/04/00,Hansa Rostock,Bayer Leverkusen,1,1,D,1,0,H,,,,,,,,,,,
D1,12/04/00,TSV Munich 1860,MSV Duisburg,4,1,H,3,0,H,,,,,,,,,,,
D1,14/04/00,Hertha Berlin,VfL Wolfsburg,0,0,D,0,0,D,,,,,,,,,,,
D1,14/04/00,Schalke 04,Ulm,0,0,D,0,0,D,,,,,,,,,,,
D1,15/04/00,Bayern Munich,TSV Munich 1860,1,2,A,1,2,A,,,,,,,,,,,
D1,15/04/00,MSV Duisburg,Borussia Dortmund,2,2,D,2,2,D,,,,,,,,,,,
D1,15/04/00,Hamburg SV,Werder Bremen,0,0,D,0,0,D,,,,,,,,,,,
D1,15/04/00,Kaiserslautern,Eintracht Frankfurt,1,0,H,0,0,D,,,,,,,,,,,
D1,15/04/00,VfB Stuttgart,SC Freiburg,1,0,H,0,0,D,,,,,,,,,,,
D1,16/04/00,Bayer Leverkusen,Arminia Bielefeld,4,1,H,3,0,H,,,,,,,,,,,
D1,16/04/00,Unterhaching,Hansa Rostock,1,1,D,0,0,D,,,,,,,,,,,
D1,20/04/00,Eintracht Frankfurt,Hamburg SV,3,0,H,1,0,H,,,,,,,,,,,
D1,20/04/00,Werder Bremen,Bayer Leverkusen,1,3,A,0,3,A,,,,,,,,,,,
D1,22/04/00,SC Freiburg,Schalke 04,2,1,H,1,1,D,,,,,,,,,,,
D1,22/04/00,Hansa Rostock,MSV Duisburg,3,1,H,2,0,H,,,,,,,,,,,
D1,22/04/00,TSV Munich 1860,VfB Stuttgart,1,1,D,0,0,D,,,,,,,,,,,
D1,22/04/00,Ulm,Hertha Berlin,0,1,A,0,0,D,,,,,,,,,,,
D1,22/04/00,VfL Wolfsburg,Kaiserslautern,3,2,H,0,2,A,,,,,,,,,,,
