Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
E2,14/08/93,Barnet,Hull City,1,2,A,,,,,,,,,,,,,,,,,,,,,
E2,14/08/93,Bradford,Brighton & Hove Albion,2,0,H,,,,,,,,,,,,,,,,,,,,,
E2,14/08/93,Brentford,Exeter,2,1,H,,,,,,,,,,,,,,,,,,,,,
E2,14/08/93,Bristol Rvs,AFC Bournemouth,0,1,A,,,,,,,,,,,,,,,,,,,,,
E2,14/08/93,Burnley,Port Vale,2,1,H,,,,,,,,,,,,,,,,,,,,,
E2,14/08/93,Cambridge,Blackpool,3,2,H,,,,,,,,,,,,,,,,,,,,,
E2,14/08/93,Cardiff City,Leyton Orient,2,0,H,,,,,,,,,,,,,,,,,,,,,
E2,14/08/93,Hartlepool,Fulham,0,1,A,,,,,,,,,,,,,,,,,,,,,
E2,14/08/93,Huddersfield Town,Reading,0,3,A,,,,,,,,,,,,,,,,,,,,,
E2,14/08/93,Plymouth,Stockport,2,3,A,,,,,,,,,,,,,,,,,,,,,
E2,14/08/93,Wrexham,Rotherham,3,3,D,,,,,,,,,,,,,,,,,,,,,
E2,14/08/93,York,Swansea City,2,1,H,,,,,,,,,,,,,,,,,,,,,
E2,21/08/93,Blackpool,Brentford,1,1,D,,,,,,,,,,,,,,,,,,,,,
E2,21/08/93,AFC Bournemouth,Bradford,1,1,D,,,,,,,,,,,,,,,,,,,,,
E2,21/08/93,Brighton & Hove Albion,Hartlepool,1,1,D,,,,,,,,,,,,,,,,,,,,,
E2,21/08/93,Exeter,York,1,2,A,,,,,,,,,,,,,,,,,,,,,
E2,21/08/93,Fulham,Cardiff City,1,3,A,,,,,,,,,,,,,,,,,,,,,
E2,21/08/93,Hull City,Plymouth,2,2,D,,,,,,,,,,,,,,,,,,,,,
E2,21/08/93,Leyton Orient,Bristol Rvs,1,0,H,,,,,,,,,,,,,,,,,,,,,
E2,21/08/93,Port Vale,Barnet,6,0,H,,,,,,,,,,,,,,,,,,,,,
E2,21/08/93,Reading,Burnley,2,1,H,,,,,,,,,,,,,,,,,,,,,
E2,21/08/93,Rotherham,Huddersfield Town,2,3,A,,,,,,,,,,,,,,,,,,,,,
E2,21/08/93,Stockport,Cambridge,3,1,H,,,,,,,,,,,,,,,,,,,,,
E2,21/08/93,Swansea City,Wrexham,3,1,H,,,,,,,,,,,,,,,,,,,,,
E2,28/08/93,Barnet,Swansea City,0,1,A,,,,,,,,,,,,,,,,,,,,,
E2,28/08/93,Bradford,Exeter,6,0,H,,,,,,,,,,,,,,,,,,,,,
E2,28/08/93,Brentford,Reading,1,0,H,,,,,,,,,,,,,,,,,,,,,
E2,28/08/93,Bristol Rvs,Fulham,2,1,H,,,,,,,,,,,,,,,,,,,,,
E2,28/08/93,Burnley,Leyton Orient,4,1,H,,,,,,,,,,,,,,,,,,,,,
E2,28/08/93,Cambridge,Hull City,3,4,A,,,,,,,,,,,,,,,,,,,,,
E2,28/08/93,Cardiff City,Brighton & Hove Albion,2,2,D,,,,,,,,,,,,,,,,,,,,,
E2,28/08/93,Hartlepool,AFC Bournemouth,1,1,D,,,,,,,,,,,,,,,,,,,,,
E2,28/08/93,Huddersfield Town,Stockport,1,1,D,,,,,,,,,,,,,,,,,,,,,
E2,28/08/93,Plymouth,Port Vale,2,0,H,,,,,,,,,,,,,,,,,,,,,
E2,28/08/93,Wrexham,Blackpool,2,3,A,,,,,,,,,,,,,,,,,,,,,
E2,28/08/93,York,Rotherham,0,0,D,,,,,,,,,,,,,,,,,,,,,
E2,31/08/93,Blackpool,Plymouth,2,1,H,,,,,,,,,,,,,,,,,,,,,
E2,31/08/93,AFC Bournemouth,York,3,1,H,,,,,,,,,,,,,,,,,,,,,
E2,31/08/93,Exeter,Cardiff City,2,2,D,,,,,,,,,,,,,,,,,,,,,
E2,31/08/93,Fulham,Wrexham,0,0,D,,,,,,,,,,,,,,,,,,,,,
E2,31/08/93,Hull City,Brentford,1,0,H,,,,,,,,,,,,,,,,,,,,,
E2,31/08/93,Leyton Orient,Hartlepool,1,2,A,,,,,,,,,,,,,,,,,,,,,
E2,31/08/93,Port Vale,Cambridge,2,2,D,,,,,,,,,,,,,,,,,,,,,
E2,31/08/93,Rotherham,Burnley,3,2,H,,,,,,,,,,,,,,,,,,,,,
E2,31/08/93,Stockport,Bradford,4,1,H,,,,,,,,,,,,,,,,,,,,,
E2,31/08/93,Swansea City,Huddersfield Town,1,0,H,,,,,,,,,,,,,,,,,,,,,
E2,01/09/93,Brighton & Hove Albion,Bristol Rvs,0,2,A,,,,,,,,,,,,,,,,,,,,,
E2,01/09/93,Reading,Barnet,4,1,H,,,,,,,,,,,,,,,,,,,,,
E2,04/09/93,Blackpool,Barnet,3,1,H,,,,,,,,,,,,,,,,,,,,,
E2,04/09/93,AFC Bournemouth,Burnley,1,0,H,,,,,,,,,,,,,,,,,,,,,
E2,04/09/93,Brighton & Hove Albion,Huddersfield Town,2,2,D,,,,,,,,,,,,,,,,,,,,,
E2,04/09/93,Exeter,Hartlepool,2,1,H,,,,,,,,,,,,,,,,,,,,,
E2,04/09/93,Fulham,Bradford,1,1,D,,,,,,,,,,,,,,,,,,,,,
E2,04/09/93,Hull City,Bristol Rvs,3,0,H,,,,,,,,,,,,,,,,,,,,,
E2,04/09/93,Leyton Orient,York,2,0,H,,,,,,,,,,,,,,,,,,,,,
E2,04/09/93,Port Vale,Cardiff City,2,2,D,,,,,,,,,,,,,,,,,,,,,
E2,04/09/93,Reading,Cambridge,3,1,H,,,,,,,,,,,,,,,,,,,,,
E2,04/09/93,Rotherham,Brentford,2,0,H,,,,,,,,,,,,,,,,,,,,,
