Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
E3,17/08/96,Brighton & Hove Albion,Chester,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,17/08/96,Cambridge,Barnet,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,17/08/96,Colchester,Hartlepool,0,2,A,,,,,,,,,,,,,,,,,,,,,
E3,17/08/96,Doncaster,Carlisle,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,17/08/96,Fulham,Hereford,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,17/08/96,Hull City,Darlington,3,2,H,,,,,,,,,,,,,,,,,,,,,
E3,17/08/96,Leyton Orient,Scunthorpe,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,17/08/96,Mansfield,Exeter,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,17/08/96,Scarborough,Cardiff City,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,17/08/96,Swansea City,Rochdale,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,17/08/96,Torquay,Lincoln,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,17/08/96,Wigan Athletic,Northampton,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,24/08/96,Barnet,Wigan Athletic,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,24/08/96,Cardiff City,Brighton & Hove Albion,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,24/08/96,Carlisle,Hull City,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,24/08/96,Chester,Cambridge,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,24/08/96,Darlington,Swansea City,4,1,H,,,,,,,,,,,,,,,,,,,,,
E3,24/08/96,Exeter,Scarborough,2,2,D,,,,,,,,,,,,,,,,,,,,,
E3,24/08/96,Hartlepool,Fulham,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,24/08/96,Hereford,Doncaster,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,24/08/96,Lincoln,Leyton Orient,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,24/08/96,Northampton,Mansfield,3,0,H,,,,,,,,,,,,,,,,,,,,,
E3,24/08/96,Rochdale,Colchester,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,24/08/96,Scunthorpe,Torquay,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,27/08/96,Barnet,Brighton & Hove Albion,3,0,H,,,,,,,,,,,,,,,,,,,,,
E3,27/08/96,Cardiff City,Wigan Athletic,0,2,A,,,,,,,,,,,,,,,,,,,,,
E3,27/08/96,Carlisle,Leyton Orient,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,27/08/96,Chester,Swansea City,2,0,H,,,,,,,,,,,,,,,,,,,,,
E3,27/08/96,Darlington,Colchester,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,27/08/96,Exeter,Doncaster,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,27/08/96,Hartlepool,Mansfield,2,2,D,,,,,,,,,,,,,,,,,,,,,
E3,27/08/96,Hereford,Hull City,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,27/08/96,Lincoln,Cambridge,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,27/08/96,Northampton,Torquay,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,27/08/96,Rochdale,Fulham,1,2,A,,,,,,,,,,,,,,,,,,,,,
E3,27/08/96,Scunthorpe,Scarborough,0,2,A,,,,,,,,,,,,,,,,,,,,,
E3,30/08/96,Swansea City,Lincoln,1,2,A,,,,,,,,,,,,,,,,,,,,,
E3,31/08/96,Brighton & Hove Albion,Scunthorpe,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,31/08/96,Cambridge,Cardiff City,0,2,A,,,,,,,,,,,,,,,,,,,,,
E3,31/08/96,Colchester,Hereford,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,31/08/96,Doncaster,Darlington,3,2,H,,,,,,,,,,,,,,,,,,,,,
E3,31/08/96,Fulham,Carlisle,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,31/08/96,Hull City,Barnet,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,31/08/96,Leyton Orient,Hartlepool,2,0,H,,,,,,,,,,,,,,,,,,,,,
E3,31/08/96,Mansfield,Rochdale,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,31/08/96,Scarborough,Northampton,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,31/08/96,Torquay,Exeter,2,0,H,,,,,,,,,,,,,,,,,,,,,
E3,31/08/96,Wigan Athletic,Chester,4,2,H,,,,,,,,,,,,,,,,,,,,,
E3,07/09/96,Barnet,Northampton,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,07/09/96,Brighton & Hove Albion,Scarborough,3,2,H,,,,,,,,,,,,,,,,,,,,,
E3,07/09/96,Cambridge,Torquay,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,07/09/96,Cardiff City,Exeter,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,07/09/96,Carlisle,Swansea City,4,1,H,,,,,,,,,,,,,,,,,,,,,
E3,07/09/96,Chester,Lincoln,4,1,H,,,,,,,,,,,,,,,,,,,,,
E3,07/09/96,Doncaster,Mansfield,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,07/09/96,Fulham,Colchester,3,1,H,,,,,,,,,,,,,,,,,,,,,
E3,07/09/96,Hereford,Hartlepool,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,07/09/96,Hull City,Rochdale,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,07/09/96,Leyton Orient,Darlington,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,07/09/96,Wigan Athletic,Scunthorpe,3,0,H,,,,,,,,,,,,,,,,,,,,,
E3,10/09/96,Colchester,Brighton & Hove Albion,2,0,H,,,,,,,,,,,,,,,,,,,,,
E3,10/09/96,Darlington,Wigan Athletic,3,1,H,,,,,,,,,,,,,,,,,,,,,
E3,10/09/96,Exeter,Fulham,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,10/09/96,Hartlepool,Carlisle,1,2,A,,,,,,,,,,,,,,,,,,,,,
E3,10/09/96,Lincoln,Hull City,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,10/09/96,Mansfield,Barnet,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,10/09/96,Northampton,Leyton Orient,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,10/09/96,Rochdale,Chester,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,10/09/96,Scarborough,Doncaster,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,10/09/96,Scunthorpe,Cambridge,3,2,H,,,,,,,,,,,,,,,,,,,,,
