Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
E2,13/08/94,Blackpool,Huddersfield Town,1,4,A,,,,,,,,,,,,,,,,,,,,,
E2,13/08/94,Chester,Bradford,1,4,A,,,,,,,,,,,,,,,,,,,,,
E2,13/08/94,Leyton Orient,Birmingham City,2,1,H,,,,,,,,,,,,,,,,,,,,,
E2,13/08/94,Oxford,Hull City,4,0,H,,,,,,,,,,,,,,,,,,,,,
E2,13/08/94,Peterboro,Bristol Rvs,0,0,D,,,,,,,,,,,,,,,,,,,,,
E2,13/08/94,Plymouth,Brentford,1,5,A,,,,,,,,,,,,,,,,,,,,,
E2,13/08/94,Rotherham,Shrewsbury,0,4,A,,,,,,,,,,,,,,,,,,,,,
E2,13/08/94,Stockport,Cardiff City,4,1,H,,,,,,,,,,,,,,,,,,,,,
E2,13/08/94,Swansea City,Brighton & Hove Albion,1,1,D,,,,,,,,,,,,,,,,,,,,,
E2,13/08/94,Wrexham,AFC Bournemouth,2,0,H,,,,,,,,,,,,,,,,,,,,,
E2,13/08/94,Wycombe,Cambridge,3,0,H,,,,,,,,,,,,,,,,,,,,,
E2,13/08/94,York,Crewe,1,2,A,,,,,,,,,,,,,,,,,,,,,
E2,20/08/94,Birmingham City,Chester,1,0,H,,,,,,,,,,,,,,,,,,,,,
E2,20/08/94,AFC Bournemouth,Blackpool,1,2,A,,,,,,,,,,,,,,,,,,,,,
E2,20/08/94,Bradford,Leyton Orient,2,0,H,,,,,,,,,,,,,,,,,,,,,
E2,20/08/94,Brentford,Peterboro,0,1,A,,,,,,,,,,,,,,,,,,,,,
E2,20/08/94,Brighton & Hove Albion,Plymouth,1,1,D,,,,,,,,,,,,,,,,,,,,,
E2,20/08/94,Bristol Rvs,York,3,1,H,,,,,,,,,,,,,,,,,,,,,
E2,20/08/94,Cambridge,Stockport,3,4,A,,,,,,,,,,,,,,,,,,,,,
E2,20/08/94,Cardiff City,Oxford,1,3,A,,,,,,,,,,,,,,,,,,,,,
E2,20/08/94,Crewe,Rotherham,3,1,H,,,,,,,,,,,,,,,,,,,,,
E2,20/08/94,Huddersfield Town,Wycombe,0,1,A,,,,,,,,,,,,,,,,,,,,,
E2,20/08/94,Hull City,Swansea City,0,2,A,,,,,,,,,,,,,,,,,,,,,
E2,20/08/94,Shrewsbury,Wrexham,2,2,D,,,,,,,,,,,,,,,,,,,,,
E2,27/08/94,Blackpool,Shrewsbury,2,1,H,,,,,,,,,,,,,,,,,,,,,
E2,27/08/94,Chester,Huddersfield Town,1,2,A,,,,,,,,,,,,,,,,,,,,,
E2,27/08/94,Leyton Orient,Hull City,1,1,D,,,,,,,,,,,,,,,,,,,,,
E2,27/08/94,Oxford,Cambridge,1,0,H,,,,,,,,,,,,,,,,,,,,,
E2,27/08/94,Peterboro,Crewe,1,5,A,,,,,,,,,,,,,,,,,,,,,
E2,27/08/94,Plymouth,Bradford,1,5,A,,,,,,,,,,,,,,,,,,,,,
E2,27/08/94,Rotherham,AFC Bournemouth,4,0,H,,,,,,,,,,,,,,,,,,,,,
E2,27/08/94,Stockport,Brentford,0,1,A,,,,,,,,,,,,,,,,,,,,,
E2,27/08/94,Swansea City,Birmingham City,0,2,A,,,,,,,,,,,,,,,,,,,,,
E2,27/08/94,Wrexham,Brighton & Hove Albion,2,1,H,,,,,,,,,,,,,,,,,,,,,
E2,27/08/94,Wycombe,Bristol Rvs,0,0,D,,,,,,,,,,,,,,,,,,,,,
E2,27/08/94,York,Cardiff City,1,1,D,,,,,,,,,,,,,,,,,,,,,
E2,30/08/94,Birmingham City,Wycombe,0,1,A,,,,,,,,,,,,,,,,,,,,,
E2,30/08/94,AFC Bournemouth,Peterboro,0,3,A,,,,,,,,,,,,,,,,,,,,,
E2,30/08/94,Bradford,Oxford,0,2,A,,,,,,,,,,,,,,,,,,,,,
E2,30/08/94,Brentford,Rotherham,2,0,H,,,,,,,,,,,,,,,,,,,,,
E2,30/08/94,Cambridge,Chester,2,1,H,,,,,,,,,,,,,,,,,,,,,
E2,30/08/94,Cardiff City,Wrexham,0,0,D,,,,,,,,,,,,,,,,,,,,,
E2,30/08/94,Crewe,Stockport,2,1,H,,,,,,,,,,,,,,,,,,,,,
E2,30/08/94,Huddersfield Town,Leyton Orient,2,1,H,,,,,,,,,,,,,,,,,,,,,
E2,30/08/94,Hull City,Plymouth,2,0,H,,,,,,,,,,,,,,,,,,,,,
E2,31/08/94,Brighton & Hove Albion,York,1,0,H,,,,,,,,,,,,,,,,,,,,,
E2,31/08/94,Bristol Rvs,Blackpool,0,0,D,,,,,,,,,,,,,,,,,,,,,
E2,03/09/94,Birmingham City,Plymouth,4,2,H,,,,,,,,,,,,,,,,,,,,,
E2,03/09/94,AFC Bournemouth,York,1,4,A,,,,,,,,,,,,,,,,,,,,,
E2,03/09/94,Bradford,Wycombe,2,1,H,,,,,,,,,,,,,,,,,,,,,
E2,03/09/94,Brentford,Wrexham,0,2,A,,,,,,,,,,,,,,,,,,,,,
