Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
E3,18/09/99,Southend,Halifax,4,1,H,,,,,,,,,,,,,,,,,,,,,
E3,24/09/99,Mansfield,Shrewsbury,4,0,H,,,,,,,,,,,,,,,,,,,,,
E3,25/09/99,Brighton & Hove Albion,Cheltenham,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,25/09/99,Chester,Lincoln,1,3,A,,,,,,,,,,,,,,,,,,,,,
E3,25/09/99,Darlington,Plymouth,2,0,H,,,,,,,,,,,,,,,,,,,,,
E3,25/09/99,Exeter,Macclesfield,0,3,A,,,,,,,,,,,,,,,,,,,,,
E3,25/09/99,Halifax,Carlisle,5,2,H,,,,,,,,,,,,,,,,,,,,,
E3,25/09/99,Hull City,York,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,25/09/99,Leyton Orient,Hartlepool,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,25/09/99,Rochdale,Swansea City,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,25/09/99,Rotherham,Northampton,3,0,H,,,,,,,,,,,,,,,,,,,,,
E3,25/09/99,Southend,Peterboro,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,25/09/99,Torquay,Barnet,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,02/10/99,Barnet,Hull City,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,02/10/99,Carlisle,Southend,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,02/10/99,Cheltenham,Rotherham,0,2,A,,,,,,,,,,,,,,,,,,,,,
E3,02/10/99,Hartlepool,Darlington,2,0,H,,,,,,,,,,,,,,,,,,,,,
E3,02/10/99,Lincoln,Exeter,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,02/10/99,Macclesfield,Torquay,1,2,A,,,,,,,,,,,,,,,,,,,,,
E3,02/10/99,Northampton,Rochdale,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,02/10/99,Peterboro,Brighton & Hove Albion,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,02/10/99,Plymouth,Leyton Orient,5,0,H,,,,,,,,,,,,,,,,,,,,,
E3,02/10/99,Shrewsbury,Halifax,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,02/10/99,Swansea City,Mansfield,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,02/10/99,York,Chester,2,2,D,,,,,,,,,,,,,,,,,,,,,
E3,09/10/99,Barnet,Rochdale,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,09/10/99,Carlisle,Brighton & Hove Albion,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,09/10/99,Cheltenham,Southend,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,09/10/99,Hartlepool,Hull City,2,0,H,,,,,,,,,,,,,,,,,,,,,
E3,09/10/99,Lincoln,Darlington,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,09/10/99,Macclesfield,Halifax,0,2,A,,,,,,,,,,,,,,,,,,,,,
E3,09/10/99,Northampton,Torquay,3,0,H,,,,,,,,,,,,,,,,,,,,,
E3,09/10/99,Peterboro,Chester,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,09/10/99,Plymouth,Mansfield,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,09/10/99,Shrewsbury,Exeter,1,4,A,,,,,,,,,,,,,,,,,,,,,
E3,09/10/99,York,Leyton Orient,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,12/10/99,Swansea City,Rotherham,2,0,H,,,,,,,,,,,,,,,,,,,,,
E3,16/10/99,Brighton & Hove Albion,York,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,16/10/99,Chester,Macclesfield,1,2,A,,,,,,,,,,,,,,,,,,,,,
E3,16/10/99,Darlington,Cheltenham,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,16/10/99,Exeter,Carlisle,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,16/10/99,Halifax,Peterboro,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,16/10/99,Hull City,Northampton,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,16/10/99,Leyton Orient,Lincoln,2,3,A,,,,,,,,,,,,,,,,,,,,,
E3,16/10/99,Mansfield,Hartlepool,2,3,A,,,,,,,,,,,,,,,,,,,,,
E3,16/10/99,Rochdale,Plymouth,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,16/10/99,Rotherham,Barnet,2,0,H,,,,,,,,,,,,,,,,,,,,,
E3,16/10/99,Southend,Shrewsbury,3,2,H,,,,,,,,,,,,,,,,,,,,,
E3,16/10/99,Torquay,Swansea City,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,19/10/99,Brighton & Hove Albion,Shrewsbury,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,19/10/99,Chester,Cheltenham,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,19/10/99,Darlington,Carlisle,3,1,H,,,,,,,,,,,,,,,,,,,,,
E3,19/10/99,Exeter,Swansea City,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,19/10/99,Halifax,York,0,2,A,,,,,,,,,,,,,,,,,,,,,
E3,19/10/99,Hull City,Plymouth,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,19/10/99,Leyton Orient,Barnet,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,19/10/99,Mansfield,Northampton,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,19/10/99,Rochdale,Macclesfield,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,19/10/99,Rotherham,Hartlepool,3,0,H,,,,,,,,,,,,,,,,,,,,,
E3,19/10/99,Southend,Lincoln,2,2,D,,,,,,,,,,,,,,,,,,,,,
E3,19/10/99,Torquay,Peterboro,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,22/10/99,Swansea City,Rochdale,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,23/10/99,Barnet,Torquay,1,2,A,,,,,,,,,,,,,,,,,,,,,
E3,23/10/99,Carlisle,Halifax,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,23/10/99,Cheltenham,Brighton & Hove Albion,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,23/10/99,Hartlepool,Leyton Orient,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,23/10/99,Lincoln,Chester,4,1,H,,,,,,,,,,,,,,,,,,,,,
