Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SYH,SYD,SYA,WHH,WHD,WHA
SP2,09/12/01,Murcia,Extremadura,2,1,H,2,0,H,1.98,2.8,3.75,2,2.7,3.3,1.91,2.88,4,2,2.85,3.5
SP2,09/12/01,Numancia,Eibar,1,1,D,0,0,D,2,2.8,3.7,1.9,2.7,3.5,1.91,2.88,4,1.85,3,3.8
SP2,09/12/01,Recreativo Huelva,Levante,0,0,D,0,0,D,1.55,3.25,5.75,1.55,3,5,1.5,3.4,6,1.5,3.3,6
SP2,09/12/01,Salamanca,Xerez,1,1,D,1,1,D,2.4,2.65,3,2.3,2.8,2.6,2.25,2.8,3.1,2.4,2.75,2.8
SP2,09/12/01,Sporting Gijón,Leganes,1,1,D,1,1,D,1.8,3,4.25,1.8,2.8,3.7,1.8,3,4.33,1.75,3,4.3
SP2,15/12/01,Levante,Sporting Gijón,4,3,H,0,2,A,2.45,2.8,2.75,2.4,2.7,2.6,2.4,2.8,2.8,2.6,2.7,2.6
SP2,15/12/01,Xerez,Gimnastic,2,1,H,2,0,H,1.5,3.3,6.3,1.45,3.2,5.7,1.44,3.5,7,1.4,3.4,7.5
SP2,16/12/01,Burgos,Elche,0,0,D,0,0,D,1.95,2.9,3.7,2,2.8,3.1,1.91,3,3.75,1.9,3,3.6
SP2,16/12/01,Eibar,Albacete,1,0,H,0,0,D,2.25,2.8,3.05,2.2,2.7,2.9,2.2,2.8,3.2,2.25,2.75,3
SP2,16/12/01,Extremadura,Atletico Madrid,2,0,H,1,0,H,3.7,2.8,2,3.2,2.9,1.9,3.6,2.88,2,3.75,2.9,1.9
SP2,16/12/01,Jaen,Cordoba,1,2,A,1,0,H,2,2.8,3.7,2,2.7,3.3,2.1,2.88,3.3,2,2.8,3.5
SP2,16/12/01,Leganes,Badajoz,1,0,H,0,0,D,2.35,2.8,2.9,2.4,2.7,2.6,2.38,2.88,2.8,2.5,2.7,2.7
SP2,16/12/01,Oviedo,Poli Ejido,1,1,D,0,0,D,1.4,3.6,7.3,1.4,3.4,6,1.4,3.6,7.5,1.4,3.6,7
SP2,16/12/01,Ferrol,Numancia,2,1,H,1,1,D,,,,,,,1.91,3.1,3.6,,,
SP2,16/12/01,Racing Santander,Murcia,1,0,H,1,0,H,1.65,3.1,5,1.65,2.9,4.4,1.67,3.1,5,1.6,3.2,5
SP2,16/12/01,Salamanca,Recreativo Huelva,2,3,A,1,1,D,2.2,2.8,3.15,2.2,2.7,2.9,2.1,2.8,3.4,2.1,2.8,3.25
SP2,22/12/01,Albacete,Ferrol,2,1,H,1,1,D,1.95,2.75,4,1.9,2.8,3.4,1.83,3,4,1.9,2.85,3.85
SP2,22/12/01,Atletico Madrid,Racing Santander,2,0,H,0,0,D,1.65,3.1,5,1.65,3,4.2,1.67,3.1,5,1.7,3.1,4.5
SP2,23/12/01,Badajoz,Levante,2,2,D,0,1,A,1.7,3,4.8,1.65,2.9,4.4,1.67,3.1,5,1.65,3,5
SP2,23/12/01,Cordoba,Eibar,0,2,A,0,1,A,2.05,2.75,3.6,2,2.7,3.3,2.1,2.8,3.4,2,2.8,3.6
SP2,22/12/01,Poli Ejido,Extremadura,0,0,D,0,0,D,2.55,2.65,2.8,2.4,2.7,2.6,2.5,2.75,2.75,2.35,2.75,2.85
SP2,22/12/01,Elche,Jaen,1,3,A,1,1,D,1.9,2.85,4,2,2.7,3.3,1.91,2.88,4,2,2.75,3.7
SP2,23/12/01,Gimnastic,Oviedo,1,0,H,0,0,D,3.05,2.8,2.25,2.9,2.7,2.2,3,2.88,2.25,3.1,2.85,2.15
SP2,22/12/01,Murcia,Burgos,1,2,A,0,2,A,2.4,2.7,2.95,2.4,2.7,2.6,2.3,2.8,3,2.4,2.7,2.85
SP2,22/12/01,Numancia,Leganes,1,0,H,0,0,D,2,2.8,3.7,2,2.7,3.3,2,2.8,3.75,1.95,2.8,3.75
SP2,23/12/01,Sporting Gijón,Salamanca,1,1,D,1,1,D,2.2,2.75,3.25,2.2,2.7,2.9,2.2,2.88,3.1,2.2,2.8,3.1
SP2,23/12/01,Xerez,Recreativo Huelva,0,0,D,0,0,D,1.95,2.75,3.95,1.9,2.8,3.4,1.83,3,4,1.9,2.85,3.85
SP2,05/01/02,Oviedo,Xerez,1,0,H,0,0,D,1.85,3.1,3.75,2.2,2.8,2.8,2.1,2.88,3.3,2.25,2.75,3.05
SP2,05/01/02,Racing Santander,Poli Ejido,2,1,H,1,1,D,1.35,3.8,8,1.35,3.5,7,1.4,3.6,7.5,1.35,3.8,7.5
SP2,06/01/02,Burgos,Atletico Madrid,0,4,A,0,1,A,3.1,2.75,2.25,2.8,2.8,2.2,3,2.88,2.25,2.8,2.75,2.4
SP2,06/01/02,Eibar,Elche,3,1,H,0,0,D,1.95,2.8,3.9,2,2.8,3.1,1.91,3,3.75,2,2.8,3.6
SP2,06/01/02,Extremadura,Gimnastic,1,0,H,0,0,D,1.8,2.9,4.4,1.8,2.9,3.6,1.8,3.1,4,1.85,2.9,4
SP2,06/01/02,Jaen,Murcia,0,0,D,0,0,D,2.1,2.8,3.45,2,2.8,3.1,1.91,3,3.75,2.05,2.8,3.4
SP2,06/01/02,Leganes,Albacete,1,2,A,1,1,D,2.3,2.8,3,2.4,2.7,2.6,2.3,2.88,2.9,2.45,2.75,2.75
SP2,06/01/02,Levante,Numancia,0,1,A,0,0,D,2.4,2.75,2.9,2.3,2.7,2.7,2.25,2.8,3.1,2.45,2.7,2.8
SP2,06/01/02,Ferrol,Cordoba,1,3,A,0,0,D,1.85,2.8,4.3,1.8,2.9,3.6,1.8,3.1,4,1.85,2.85,4.1
SP2,06/01/02,Recreativo Huelva,Sporting Gijón,0,0,D,0,0,D,1.9,2.8,4.1,1.8,2.9,3.6,,,,1.8,3,4
SP2,06/01/02,Salamanca,Badajoz,2,2,D,2,1,H,2.15,2.75,3.35,2,2.8,3.1,2.1,2.88,3.3,2.05,2.75,3.5
SP2,12/01/02,Ferrol,Elche,1,0,H,0,0,D,1.9,2.8,3.95,2,2.7,3.3,1.91,2.88,4,2,2.7,3.8
SP2,12/01/02,Recreativo Huelva,Badajoz,2,0,H,1,0,H,1.98,2.8,3.65,2.1,2.7,3.1,2,2.88,3.6,2,2.7,3.8
SP2,13/01/02,Burgos,Poli Ejido,2,0,H,1,0,H,1.4,3.75,6.5,1.45,3.3,5.5,1.44,3.6,6.5,1.5,3.4,5.75
SP2,13/01/02,Eibar,Murcia,0,1,A,0,1,A,1.7,3,4.65,1.7,2.9,4,1.73,3.1,4.5,1.65,3,5
SP2,13/01/02,Extremadura,Oviedo,1,1,D,1,0,H,2.52,2.7,2.7,2.4,2.7,2.6,2.38,2.88,2.8,2.4,2.75,2.85
SP2,13/01/02,Jaen,Atletico Madrid,1,0,H,1,0,H,3.7,3.1,1.75,3.6,2.9,1.8,3.75,3,1.91,4.5,2.9,1.8
SP2,13/01/02,Leganes,Cordoba,1,1,D,0,1,A,1.98,2.85,3.6,2.1,2.8,3,2.1,2.9,3.25,2.1,2.9,3.2
SP2,13/01/02,Levante,Albacete,1,1,D,0,1,A,2.5,2.7,2.75,2.5,2.6,2.6,2.62,2.7,2.7,2.5,2.75,2.7
SP2,13/01/02,Racing Santander,Gimnastic,3,0,H,1,0,H,1.38,3.55,7.7,1.4,3.4,6,1.44,3.6,6.5,1.4,3.6,7
SP2,13/01/02,Salamanca,Numancia,2,0,H,0,0,D,2.05,2.8,3.45,2.1,2.8,3,2.1,2.88,3.3,2.15,2.85,3.15
SP2,13/01/02,Sporting Gijón,Xerez,0,1,A,0,0,D,2.62,2.65,2.65,2.5,2.6,2.6,2.3,2.8,3,2.6,2.7,2.65
SP2,19/01/02,Atletico Madrid,Eibar,1,0,H,0,0,D,1.4,3.75,6.45,1.4,3.4,6,1.44,3.6,6.5,1.4,3.8,6.5
SP2,19/01/02,Gimnastic,Burgos,0,0,D,0,0,D,2.92,2.75,2.32,2.7,2.7,2.3,2.75,2.88,2.4,3.2,2.7,2.2
SP2,19/01/02,Xerez,Extremadura,1,2,A,0,1,A,1.62,3.1,5.1,1.6,3,4.6,1.57,3.25,5.5,1.6,3,5.5
SP2,20/01/02,Albacete,Salamanca,0,1,A,0,0,D,1.98,2.8,3.65,1.9,2.8,3.4,1.91,3,3.75,1.9,2.9,3.8
SP2,20/01/02,Badajoz,Sporting Gijón,1,2,A,1,1,D,2.12,2.75,3.32,2,2.8,3.1,2,2.88,3.6,1.9,2.8,4
SP2,20/01/02,Cordoba,Levante,3,1,H,0,1,A,1.88,2.85,3.95,1.85,2.8,3.5,1.83,2.88,4.33,1.8,2.9,4.2
SP2,20/01/02,Poli Ejido,Jaen,1,0,H,1,0,H,2.82,2.8,2.35,2.7,2.7,2.3,2.7,2.8,2.5,2.3,2.7,3
SP2,20/01/02,Elche,Leganes,1,0,H,1,0,H,1.98,2.8,3.65,2,2.8,3.1,1.91,2.88,4,1.95,2.9,3.6
SP2,20/01/02,Murcia,Ferrol,1,2,A,1,0,H,2.2,2.8,3.1,2.2,2.7,2.9,2.2,2.8,3.2,2.15,2.8,3.2
SP2,20/01/02,Numancia,Recreativo Huelva,0,0,D,0,0,D,2.4,2.75,2.8,2.3,2.7,2.7,2.3,2.7,3.1,2.25,2.7,3.1
SP2,20/01/02,Oviedo,Racing Santander,0,0,D,0,0,D,2.08,2.75,3.42,2.2,2.7,2.9,2.2,2.75,3.25,2.2,2.7,3.2
SP2,26/01/02,Levante,Elche,1,1,D,1,0,H,2.1,2.8,3.3,2.1,2.8,3,2.2,2.8,3.2,2.1,2.9,3.15
SP2,26/01/02,Ferrol,Atletico Madrid,1,1,D,1,1,D,2.9,2.9,2.25,2.8,2.8,2.2,3.2,3,2.1,2.9,2.9,2.25
SP2,27/01/02,Badajoz,Xerez,1,0,H,0,0,D,2.37,2.8,2.8,2.4,2.7,2.6,2.375,2.8,2.875,2.4,2.8,2.8
SP2,27/01/02,Burgos,Oviedo,1,1,D,0,1,A,2.35,2.75,2.9,2.3,2.7,2.7,2.3,2.8,3,2.25,2.8,3
SP2,27/01/02,Eibar,Poli Ejido,4,2,H,1,0,H,1.47,3.45,6.1,1.45,3.3,5.5,1.444,3.5,7,1.5,3.3,6
SP2,27/01/02,Jaen,Gimnastic,0,1,A,0,1,A,1.75,2.85,4.7,1.7,2.9,4,1.727,3.1,4.5,1.75,3,4.4
SP2,27/01/02,Leganes,Murcia,0,0,D,0,0,D,2.1,2.8,3.3,2.1,2.8,3,2,2.875,3.6,2.05,2.85,3.4
SP2,27/01/02,Racing Santander,Extremadura,1,1,D,1,0,H,1.6,3,5.65,1.6,3,4.6,1.667,3.1,5,1.55,3.1,6
SP2,27/01/02,Recreativo Huelva,Albacete,3,1,H,1,0,H,2.05,2.8,3.45,2.1,2.8,3,2,2.875,3.6,2.1,2.8,3.3
SP2,27/01/02,Salamanca,Cordoba,0,0,D,0,0,D,1.9,2.75,4.1,1.9,2.8,3.4,1.8,3,4.333,1.9,2.8,4
SP2,27/01/02,Sporting Gijón,Numancia,2,1,H,2,0,H,2.2,2.7,3.25,2.2,2.8,2.8,2.2,2.75,3.25,2.2,2.7,3.25
SP2,02/02/02,Atletico Madrid,Leganes,0,2,A,0,0,D,1.3,4.1,8.15,1.3,3.8,7.5,1.3,4.333,8,1.3,4,8.5
SP2,02/02/02,Cordoba,Recreativo Huelva,0,0,D,0,0,D,2.4,2.65,2.92,2.4,2.6,2.7,,,,2.4,2.6,3
SP2,02/02/02,Elche,Salamanca,4,1,H,3,1,H,2.32,2.75,2.92,2.3,2.7,2.7,2.3,2.75,3,2.3,2.7,3
SP2,02/02/02,Extremadura,Burgos,2,0,H,2,0,H,2.3,2.75,2.98,2.2,2.8,2.8,2.2,2.875,3.1,2.3,2.7,3
SP2,02/02/02,Murcia,Levante,0,1,A,0,0,D,1.85,2.85,4.1,1.75,2.8,4,1.833,2.875,4.333,1.9,2.7,4.2
SP2,02/02/02,Numancia,Badajoz,1,2,A,0,1,A,2.02,2.75,3.6,2,2.6,3.4,1.909,2.8,4,2,2.8,3.6
SP2,02/02/02,Oviedo,Jaen,0,0,D,0,0,D,1.75,2.9,4.55,1.7,2.8,4.3,1.727,2.875,5,1.8,2.8,4.5
SP2,03/02/02,Albacete,Sporting Gijón,1,2,A,1,1,D,1.95,2.85,3.7,1.9,2.7,3.5,1.909,2.8,4,2,2.75,3.7
SP2,03/02/02,Poli Ejido,Ferrol,3,0,H,1,0,H,2.55,2.85,2.55,2.5,2.7,2.5,2.7,2.8,2.5,2.8,2.75,2.4
SP2,03/02/02,Gimnastic,Eibar,1,0,H,0,0,D,2.25,2.8,3,2.4,2.7,2.6,2.5,2.8,2.7,,,
SP2,03/02/02,Xerez,Racing Santander,2,1,H,1,0,H,2.02,2.75,3.6,2,2.6,3.4,2.1,2.8,3.4,2,2.7,3.8
SP2,06/02/02,Badajoz,Albacete,2,3,A,2,0,H,1.98,2.85,3.58,2,2.8,3.1,,,,2,2.75,3.7
SP2,06/02/02,Burgos,Racing Santander,0,0,D,0,0,D,2.28,2.8,2.95,2.3,2.7,2.7,,,,2.1,2.8,3.3
SP2,06/02/02,Eibar,Oviedo,1,1,D,0,1,A,2.18,2.85,3.05,2.2,2.8,2.8,,,,2.2,2.75,3.15
SP2,06/02/02,Jaen,Extremadura,1,0,H,1,0,H,2.22,2.8,3.05,2.2,2.8,2.8,,,,2.3,2.7,3
SP2,06/02/02,Leganes,Poli Ejido,2,0,H,0,0,D,1.7,3.1,4.5,1.7,2.9,4,,,,1.75,2.9,4.6
SP2,06/02/02,Numancia,Xerez,1,1,D,1,0,H,2.48,2.75,2.7,2.4,2.7,2.6,,,,2.65,2.65,2.65
SP2,06/02/02,Ferrol,Gimnastic,1,2,A,0,1,A,1.7,3.05,4.52,1.6,3,4.6,,,,1.75,2.9,4.6
SP2,06/02/02,Recreativo Huelva,Elche,1,0,H,0,0,D,1.68,3,4.8,1.65,2.9,4.4,,,,1.7,2.9,5
SP2,06/02/02,Salamanca,Murcia,0,0,D,0,0,D,1.7,3.1,4.45,1.65,2.9,4.4,,,,1.7,2.9,5
SP2,06/02/02,Sporting Gijón,Cordoba,3,0,H,2,0,H,1.98,2.85,3.55,1.9,2.8,3.4,,,,2,2.9,3.5
SP2,07/02/02,Levante,Atletico Madrid,2,4,A,1,1,D,3.7,2.9,1.92,3.4,2.9,1.85,,,,3.7,3.1,1.85
SP2,09/02/02,Oviedo,Ferrol,2,1,H,0,1,A,1.8,3.1,4,1.8,2.8,3.7,1.8,3,4.333,1.83,2.95,4
SP2,09/02/02,Racing Santander,Jaen,2,0,H,0,0,D,1.6,3.2,5.15,1.6,3,4.6,1.667,3.1,5,1.61,3,5.5
SP2,10/02/02,Albacete,Numancia,3,1,H,1,0,H,1.85,2.9,4.1,1.9,2.8,3.4,1.833,3,4,2,2.85,3.5
SP2,10/02/02,Atletico Madrid,Salamanca,2,1,H,1,0,H,1.55,3.2,5.8,1.55,3.1,4.8,1.571,3,6,1.5,3.05,7
SP2,10/02/02,Cordoba,Badajoz,1,2,A,1,1,D,2.05,2.8,3.5,2,2.7,3.3,2.1,2.875,3.3,1.95,2.85,3.7
SP2,10/02/02,Poli Ejido,Levante,1,0,H,1,0,H,2.15,2.8,3.25,2.2,2.8,2.8,2.2,2.75,3.25,2.2,2.8,3.1
SP2,10/02/02,Elche,Sporting Gijón,1,0,H,0,0,D,2.2,2.8,3.15,2.2,2.7,2.9,2.25,2.8,3.1,2.2,2.8,3.1
SP2,10/02/02,Extremadura,Eibar,0,1,A,0,1,A,1.95,3,3.5,1.9,2.8,3.4,1.909,2.875,4,1.9,2.9,3.8
SP2,10/02/02,Gimnastic,Leganes,0,1,A,0,1,A,2.15,2.8,3.25,2.1,2.7,3.1,2.1,2.8,3.4,2.15,2.75,3.25
SP2,10/02/02,Murcia,Recreativo Huelva,2,0,H,0,0,D,2.65,2.8,2.5,2.6,2.7,2.4,2.75,2.75,2.5,2.7,2.7,2.55
SP2,10/02/02,Xerez,Burgos,1,0,H,1,0,H,1.9,3,3.7,2,2.8,3.1,1.909,3,3.75,1.95,2.9,3.6
SP2,16/02/02,Jaen,Burgos,0,0,D,0,0,D,2.4,2.8,2.75,2.4,2.6,2.7,2.4,2.8,2.8,2.4,2.75,2.8
SP2,16/02/02,Leganes,Oviedo,1,3,A,0,2,A,2.52,2.75,2.68,2.5,2.6,2.6,2.4,2.8,2.8,2.6,2.7,2.65
SP2,16/02/02,Levante,Gimnastic,2,2,D,1,0,H,2.12,2.85,3.22,2.1,2.7,3.1,2.2,2.8,3.2,2.2,2.7,3.2
SP2,16/02/02,Recreativo Huelva,Atletico Madrid,1,3,A,0,2,A,2.55,2.75,2.62,2.6,2.6,2.5,2.6,2.8,2.6,2.55,2.7,2.7
SP2,17/02/02,Albacete,Xerez,3,0,H,2,0,H,2.35,2.8,2.82,2.4,2.6,2.7,2.25,2.8,3.1,2.4,2.7,2.9
SP2,17/02/02,Badajoz,Elche,1,3,A,1,0,H,1.9,2.95,3.7,2,2.7,3.3,1.833,3,4,2,2.8,3.6
SP2,17/02/02,Eibar,Racing Santander,2,2,D,1,1,D,2.15,2.8,3.2,2.2,2.7,2.9,2.3,2.75,3.1,2.2,2.75,3.2
SP2,17/02/02,Numancia,Cordoba,0,2,A,0,1,A,2.1,2.85,3.25,2,2.7,3.3,2,2.8,3.75,2,2.8,3.6
SP2,17/02/02,Ferrol,Extremadura,2,0,H,0,0,D,2.1,2.8,3.3,2.1,2.7,3.1,2.1,2.8,3.4,2.1,2.8,3.3
SP2,17/02/02,Salamanca,Poli Ejido,0,2,A,0,1,A,1.5,3.35,5.85,1.45,3.2,5.7,1.444,3.4,7,1.5,3.4,5.75
SP2,17/02/02,Sporting Gijón,Murcia,0,1,A,0,1,A,1.75,3,4.32,1.75,2.9,3.8,1.727,3.1,4.5,1.75,3,4.3
SP2,23/02/02,Burgos,Eibar,0,0,D,0,0,D,2.2,2.8,3.25,2.1,2.7,3.1,2,2.875,3.6,2.05,2.85,3.4
SP2,23/02/02,Poli Ejido,Recreativo Huelva,0,0,D,0,0,D,2.9,2.8,2.4,2.9,2.7,2.2,2.75,2.75,2.5,2.9,2.8,2.3
SP2,24/02/02,Atletico Madrid,Sporting Gijón,0,1,A,0,0,D,1.45,3.5,6.85,1.45,3.3,5.5,1.533,3.25,6,1.45,3.4,6.5
SP2,24/02/02,Cordoba,Albacete,3,1,H,1,0,H,2.4,2.7,3,2.3,2.7,2.7,2.3,2.7,3.1,2.3,2.7,3
SP2,24/02/02,Elche,Numancia,1,1,D,0,0,D,1.95,2.8,4,1.9,2.7,3.6,1.8,3,4.333,1.8,3,4
SP2,24/02/02,Extremadura,Leganes,2,1,H,1,0,H,2,2.9,3.5,2,2.8,3.1,2,2.875,3.6,2.1,2.85,3.2
SP2,24/02/02,Gimnastic,Salamanca,2,2,D,0,1,A,2.55,2.7,2.8,2.3,2.7,2.7,2.375,2.8,2.875,2.3,2.75,2.95
SP2,24/02/02,Murcia,Badajoz,1,1,D,1,0,H,2.35,2.8,2.95,2.2,2.7,2.9,2.25,2.8,3.1,2.2,2.8,3.1
SP2,24/02/02,Oviedo,Levante,1,1,D,0,1,A,1.5,3.4,6.2,1.5,3.2,5,1.444,3.4,7,1.45,3.5,6.25
SP2,24/02/02,Racing Santander,Ferrol,0,1,A,0,0,D,1.6,3.2,5.5,1.6,2.9,4.7,1.615,3.1,5.5,1.65,3.25,4.5
SP2,24/02/02,Xerez,Jaen,1,0,H,0,0,D,1.6,3.2,5.5,1.6,2.9,4.7,1.571,3.1,6,1.55,3,6.5
SP2,02/03/02,Leganes,Racing Santander,1,4,A,0,2,A,2.55,2.65,2.72,2.5,2.5,2.7,2.6,2.8,2.6,2.6,2.6,2.75
SP2,02/03/02,Recreativo Huelva,Gimnastic,1,0,H,0,0,D,1.58,3.15,5.4,1.6,3,4.6,,,,,,
SP2,03/03/02,Albacete,Elche,0,2,A,0,0,D,1.85,2.85,4.1,1.8,2.7,3.9,1.8,3,4.333,1.85,2.75,4.3
SP2,03/03/02,Badajoz,Atletico Madrid,0,1,A,0,1,A,3,2.95,2.15,3.3,2.7,2,2.875,3.1,2.2,3.5,2.85,2
SP2,03/03/02,Cordoba,Xerez,0,0,D,0,0,D,2.55,2.7,2.68,2.55,2.6,2.55,2.5,2.875,2.625,2.7,2.75,2.5
SP2,03/03/02,Eibar,Jaen,1,1,D,1,0,H,1.8,2.9,4.3,1.8,2.8,3.7,1.8,3,4,1.75,3,4.3
SP2,03/03/02,Levante,Extremadura,1,0,H,1,0,H,2.45,2.7,2.8,2.5,2.6,2.6,2.375,2.7,3,2.5,2.65,2.8
SP2,03/03/02,Numancia,Murcia,1,0,H,1,0,H,2.25,2.7,3.1,2.2,2.7,2.9,2.1,2.8,3.4,2.2,2.7,3.2
SP2,03/03/02,Ferrol,Burgos,3,0,H,1,0,H,2.25,2.7,3.1,2.1,2.7,3.1,2.1,2.9,3.25,2.1,2.8,3.3
SP2,03/03/02,Salamanca,Oviedo,3,0,H,0,0,D,2.52,2.7,2.7,2.5,2.6,2.6,2.5,2.7,2.8,2.5,2.65,2.8
SP2,03/03/02,Sporting Gijón,Poli Ejido,1,1,D,1,1,D,1.58,3.2,5.25,1.5,3,5.3,1.571,3.25,5.5,1.5,3.3,6
SP2,09/03/02,Atletico Madrid,Numancia,2,2,D,1,0,H,1.35,3.75,8,1.4,3.2,6.5,1.364,3.75,8,1.4,3.5,7.5
SP2,10/03/02,Burgos,Leganes,0,0,D,0,0,D,1.85,3,3.85,1.9,2.7,3.6,1.8,3,4.333,2,2.7,3.75
SP2,10/03/02,Poli Ejido,Badajoz,1,0,H,0,0,D,2.4,2.7,2.9,2.4,2.6,2.7,2.4,2.75,2.875,2.4,2.75,2.8
SP2,10/03/02,Elche,Cordoba,2,3,A,1,0,H,1.85,3,3.85,2,2.7,3.3,1.909,2.875,4,2,2.7,3.75
SP2,10/03/02,Extremadura,Salamanca,0,1,A,0,0,D,2.15,2.75,3.3,2.1,2.7,3.1,2,2.8,3.75,2.1,2.8,3.3
SP2,10/03/02,Gimnastic,Sporting Gijón,1,1,D,1,1,D,2.6,2.6,2.75,2.5,2.6,2.6,2.6,2.8,2.6,2.5,2.8,2.65
SP2,10/03/02,Jaen,Ferrol,1,4,A,0,1,A,2.35,2.75,2.9,2.3,2.7,2.7,2.2,2.8,3.2,2.25,2.8,3
SP2,10/03/02,Murcia,Albacete,0,0,D,0,0,D,2.35,2.75,2.9,2.4,2.6,2.7,2.375,2.75,2.9,2.4,2.8,2.75
SP2,10/03/02,Oviedo,Recreativo Huelva,1,1,D,0,0,D,2.05,2.75,3.55,2.2,2.6,3,2.1,2.7,3.6,2.25,2.5,3.5
SP2,10/03/02,Racing Santander,Levante,4,2,H,1,1,D,1.45,3.45,6.5,1.4,3.2,6.5,1.444,3.4,7,1.4,3.6,7
SP2,10/03/02,Xerez,Eibar,1,0,H,0,0,D,1.7,3,4.75,1.65,2.8,4.6,1.667,3,5,1.65,3,5
SP2,16/03/02,Albacete,Atletico Madrid,2,1,H,2,1,H,2.95,2.85,2.28,2.6,2.8,2.3,3,2.8,2.3,,,
SP2,17/03/02,Badajoz,Gimnastic,2,1,H,1,0,H,1.85,2.9,4.15,1.85,2.9,3.4,1.8,3,4.333,,,
SP2,17/03/02,Cordoba,Murcia,2,1,H,0,0,D,2,2.85,3.65,2,2.8,3.1,1.909,3,3.75,,,
SP2,17/03/02,Elche,Xerez,4,0,H,2,0,H,2.35,2.7,3,2.3,2.7,2.7,2.25,2.8,3.1,,,
SP2,17/03/02,Leganes,Jaen,2,0,H,1,0,H,2.15,2.8,3.3,2.2,2.7,2.9,2,2.875,3.6,,,
SP2,17/03/02,Levante,Burgos,0,0,D,0,0,D,2.55,2.65,2.78,2.6,2.5,2.6,2.4,2.8,2.8,,,
SP2,17/03/02,Numancia,Poli Ejido,3,0,H,0,0,D,1.85,2.9,4.15,1.75,2.9,3.8,1.8,3,4.333,,,
SP2,17/03/02,Ferrol,Eibar,1,1,D,1,1,D,1.9,2.9,3.8,1.9,2.8,3.4,1.909,2.875,4,,,
SP2,17/03/02,Recreativo Huelva,Extremadura,3,2,H,2,2,D,1.65,3.1,5,1.65,2.9,4.4,1.667,3.1,5,,,
SP2,17/03/02,Salamanca,Racing Santander,1,2,A,0,1,A,2.35,2.65,3.07,2.3,2.6,2.8,2.25,2.7,3.2,,,
SP2,17/03/02,Sporting Gijón,Oviedo,0,0,D,0,0,D,2.45,2.7,2.85,2.4,2.65,2.65,2.3,2.8,3,,,
SP2,23/03/02,Atletico Madrid,Cordoba,0,0,D,0,0,D,1.45,3.65,5.65,1.5,3.1,5.2,1.444,3.4,7,,,
SP2,23/03/02,Eibar,Leganes,0,0,D,0,0,D,1.75,3.05,4.15,1.9,2.7,3.6,1.833,2.875,4.333,1.95,2.85,3.75
SP2,23/03/02,Gimnastic,Numancia,3,1,H,3,0,H,2.2,2.85,3,2.4,2.6,2.7,2.2,2.8,3.2,2.45,2.75,2.75
SP2,23/03/02,Xerez,Ferrol,2,1,H,1,0,H,1.67,3.2,4.35,1.8,2.8,3.7,1.727,3.1,4.5,1.85,2.9,4
SP2,24/03/02,Burgos,Salamanca,0,0,D,0,0,D,2.2,2.85,3,2.3,2.6,2.8,2.2,2.7,3.3,2.2,2.6,3.4
SP2,24/03/02,Poli Ejido,Albacete,2,0,H,0,0,D,2.57,2.85,2.5,2.5,2.6,2.6,2.7,2.8,2.5,2.6,2.7,2.65
SP2,24/03/02,Extremadura,Sporting Gijón,1,2,A,1,2,A,2.15,2.85,3.1,2.1,2.6,3,2.25,2.875,3,2.45,2.7,2.8
SP2,24/03/02,Jaen,Levante,0,1,A,0,0,D,1.92,3,3.5,1.9,2.8,3.4,1.909,2.875,4,1.95,2.85,3.75
SP2,24/03/02,Murcia,Elche,2,1,H,1,0,H,2.22,2.9,2.9,2.3,2.6,2.8,2.25,2.8,3.1,2.35,2.7,2.95
SP2,24/03/02,Oviedo,Badajoz,1,0,H,1,0,H,1.67,3,4.75,1.75,2.7,4.2,1.667,3.1,5,1.75,2.8,4.8
SP2,24/03/02,Racing Santander,Recreativo Huelva,1,5,A,0,1,A,1.85,2.85,4,2,2.6,3.5,1.909,2.75,4.2,2.05,2.7,3.6
SP2,30/03/02,Albacete,Gimnastic,1,0,H,1,0,H,1.55,3.25,5.65,1.6,3,4.6,1.571,3.25,5.5,1.65,3,5
SP2,30/03/02,Cordoba,Poli Ejido,0,1,A,0,0,D,1.6,3.2,5.2,1.65,2.9,4.4,1.667,3.1,5,1.7,3,4.75
SP2,30/03/02,Elche,Atletico Madrid,5,1,H,2,0,H,3,2.8,2.3,2.7,2.7,2.3,2.8,2.875,2.375,2.8,2.85,2.35
SP2,30/03/02,Leganes,Ferrol,2,2,D,1,1,D,2.35,2.7,3,2.3,2.7,2.7,2.3,2.75,3.1,2.35,2.85,2.8
SP2,30/03/02,Numancia,Oviedo,1,2,A,1,0,H,2.6,2.65,2.75,2.6,2.5,2.6,2.5,2.8,2.7,2.6,2.7,2.65
SP2,31/03/02,Badajoz,Extremadura,2,2,D,1,2,A,1.9,2.85,4,1.85,2.7,3.7,1.909,2.875,4,1.95,2.9,3.6
SP2,31/03/02,Levante,Eibar,0,0,D,0,0,D,2.4,2.7,2.92,2.3,2.6,2.8,2.375,2.75,2.9,2.35,2.85,2.8
SP2,31/03/02,Murcia,Xerez,0,0,D,0,0,D,2.67,2.7,2.6,2.6,2.6,2.5,2.5,2.8,2.7,2.6,2.75,2.6
