Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
D1,02/09/95,SC Freiburg,Eintracht Frankfurt,2,0,H,1,0,H,,,,,,,,,,,
D1,02/09/95,Hamburg SV,Schalke 04,1,1,D,0,1,A,,,,,,,,,,,
D1,02/09/95,Kaiserslautern,VfB Stuttgart,1,1,D,1,0,H,,,,,,,,,,,
D1,02/09/95,Bayer Leverkusen,St Pauli,1,1,D,0,0,D,,,,,,,,,,,
D1,02/09/95,TSV Munich 1860,Bayern Munich,0,2,A,0,0,D,,,,,,,,,,,
D1,02/09/95,Uerdingen,Werder Bremen,3,0,H,1,0,H,,,,,,,,,,,
D1,08/09/95,FC Cologne,Uerdingen,0,0,D,0,0,D,,,,,,,,,,,
D1,08/09/95,Werder Bremen,TSV Munich 1860,2,0,H,0,0,D,,,,,,,,,,,
D1,09/09/95,Bayern Munich,SC Freiburg,2,0,H,1,0,H,,,,,,,,,,,
D1,09/09/95,Dusseldorf,Hamburg SV,2,2,D,1,1,D,,,,,,,,,,,
D1,09/09/95,Eintracht Frankfurt,Kaiserslautern,3,1,H,1,0,H,,,,,,,,,,,
D1,09/09/95,Hansa Rostock,Borussia Monchengladbach,2,3,A,2,2,D,,,,,,,,,,,
D1,09/09/95,Schalke 04,Karlsruher SC,2,1,H,1,0,H,,,,,,,,,,,
D1,09/09/95,St Pauli,Borussia Dortmund,0,3,A,0,0,D,,,,,,,,,,,
D1,09/09/95,VfB Stuttgart,Bayer Leverkusen,1,4,A,0,0,D,,,,,,,,,,,
D1,15/09/95,Kaiserslautern,Bayern Munich,2,3,A,1,2,A,,,,,,,,,,,
D1,15/09/95,Karlsruher SC,Dusseldorf,3,1,H,1,1,D,,,,,,,,,,,
D1,16/09/95,Borussia Dortmund,VfB Stuttgart,6,3,H,4,1,H,,,,,,,,,,,
D1,16/09/95,SC Freiburg,Werder Bremen,0,1,A,0,0,D,,,,,,,,,,,
D1,16/09/95,Bayer Leverkusen,Eintracht Frankfurt,2,0,H,1,0,H,,,,,,,,,,,
D1,16/09/95,TSV Munich 1860,FC Cologne,2,1,H,1,1,D,,,,,,,,,,,
D1,16/09/95,Uerdingen,Schalke 04,1,1,D,0,1,A,,,,,,,,,,,
D1,17/09/95,Hamburg SV,Hansa Rostock,1,1,D,1,1,D,,,,,,,,,,,
D1,17/09/95,Borussia Monchengladbach,St Pauli,2,4,A,0,3,A,,,,,,,,,,,
D1,22/09/95,Dusseldorf,Uerdingen,1,0,H,0,0,D,,,,,,,,,,,
D1,22/09/95,Eintracht Frankfurt,Borussia Dortmund,3,4,A,3,2,H,,,,,,,,,,,
D1,23/09/95,Bayern Munich,Bayer Leverkusen,1,0,H,0,0,D,,,,,,,,,,,
D1,23/09/95,FC Cologne,SC Freiburg,1,1,D,0,1,A,,,,,,,,,,,
D1,23/09/95,Hamburg SV,Karlsruher SC,0,0,D,0,0,D,,,,,,,,,,,
D1,23/09/95,Hansa Rostock,St Pauli,2,0,H,1,0,H,,,,,,,,,,,
D1,23/09/95,VfB Stuttgart,Borussia Monchengladbach,5,0,H,2,0,H,,,,,,,,,,,
D1,23/09/95,Werder Bremen,Kaiserslautern,1,1,D,1,0,H,,,,,,,,,,,
D1,24/09/95,Schalke 04,TSV Munich 1860,1,1,D,1,0,H,,,,,,,,,,,
D1,29/09/95,St Pauli,VfB Stuttgart,1,3,A,1,2,A,,,,,,,,,,,
D1,29/09/95,Uerdingen,Hamburg SV,1,1,D,0,1,A,,,,,,,,,,,
D1,30/09/95,SC Freiburg,Schalke 04,1,2,A,0,0,D,,,,,,,,,,,
D1,30/09/95,Kaiserslautern,FC Cologne,1,1,D,1,1,D,,,,,,,,,,,
D1,30/09/95,Karlsruher SC,Hansa Rostock,0,2,A,0,0,D,,,,,,,,,,,
D1,30/09/95,Bayer Leverkusen,Werder Bremen,2,2,D,1,1,D,,,,,,,,,,,
D1,30/09/95,TSV Munich 1860,Dusseldorf,2,1,H,1,1,D,,,,,,,,,,,
D1,01/10/95,Borussia Dortmund,Bayern Munich,3,1,H,1,0,H,,,,,,,,,,,
D1,01/10/95,Borussia Monchengladbach,Eintracht Frankfurt,4,1,H,2,1,H,,,,,,,,,,,
D1,13/10/95,Hansa Rostock,VfB Stuttgart,3,3,D,2,1,H,,,,,,,,,,,
D1,13/10/95,Schalke 04,Kaiserslautern,1,1,D,0,1,A,,,,,,,,,,,
D1,14/10/95,Bayern Munich,Borussia Monchengladbach,1,2,A,0,1,A,,,,,,,,,,,
D1,14/10/95,Dusseldorf,SC Freiburg,0,0,D,0,0,D,,,,,,,,,,,
D1,14/10/95,Eintracht Frankfurt,St Pauli,2,2,D,0,0,D,,,,,,,,,,,
D1,14/10/95,Hamburg SV,TSV Munich 1860,2,2,D,0,0,D,,,,,,,,,,,
D1,14/10/95,Karlsruher SC,Uerdingen,2,0,H,0,0,D,,,,,,,,,,,
D1,14/10/95,Werder Bremen,Borussia Dortmund,2,2,D,1,1,D,,,,,,,,,,,
D1,15/10/95,FC Cologne,Bayer Leverkusen,2,2,D,1,2,A,,,,,,,,,,,
D1,20/10/95,Bayer Leverkusen,Schalke 04,0,0,D,0,0,D,,,,,,,,,,,
D1,20/10/95,Uerdingen,Hansa Rostock,1,1,D,0,1,A,,,,,,,,,,,
D1,21/10/95,Borussia Dortmund,FC Cologne,3,0,H,0,0,D,,,,,,,,,,,
D1,21/10/95,SC Freiburg,Hamburg SV,0,3,A,0,2,A,,,,,,,,,,,
D1,21/10/95,Kaiserslautern,Dusseldorf,2,0,H,1,0,H,,,,,,,,,,,
D1,21/10/95,TSV Munich 1860,Karlsruher SC,1,1,D,0,0,D,,,,,,,,,,,
D1,21/10/95,St Pauli,Bayern Munich,0,1,A,0,1,A,,,,,,,,,,,
D1,21/10/95,VfB Stuttgart,Eintracht Frankfurt,3,2,H,1,1,D,,,,,,,,,,,
D1,22/10/95,Borussia Monchengladbach,Werder Bremen,1,0,H,0,0,D,,,,,,,,,,,
D1,27/10/95,FC Cologne,Borussia Monchengladbach,0,2,A,0,1,A,,,,,,,,,,,
D1,27/10/95,Karlsruher SC,SC Freiburg,1,1,D,1,0,H,,,,,,,,,,,
D1,28/10/95,Bayern Munich,VfB Stuttgart,5,3,H,1,0,H,,,,,,,,,,,
D1,28/10/95,Dusseldorf,Bayer Leverkusen,1,1,D,0,1,A,,,,,,,,,,,
D1,28/10/95,Hamburg SV,Kaiserslautern,1,0,H,1,0,H,,,,,,,,,,,
D1,28/10/95,Hansa Rostock,Eintracht Frankfurt,1,1,D,0,1,A,,,,,,,,,,,
D1,28/10/95,Schalke 04,Borussia Dortmund,1,2,A,1,1,D,,,,,,,,,,,
D1,28/10/95,Werder Bremen,St Pauli,1,1,D,1,0,H,,,,,,,,,,,
D1,29/10/95,Uerdingen,TSV Munich 1860,2,0,H,2,0,H,,,,,,,,,,,
D1,03/11/95,Bayer Leverkusen,Hamburg SV,0,1,A,0,1,A,,,,,,,,,,,
D1,03/11/95,St Pauli,FC Cologne,3,3,D,0,1,A,,,,,,,,,,,
D1,04/11/95,Borussia Dortmund,Dusseldorf,3,0,H,2,0,H,,,,,,,,,,,
D1,04/11/95,Eintracht Frankfurt,Bayern Munich,4,1,H,2,0,H,,,,,,,,,,,
D1,04/11/95,SC Freiburg,Uerdingen,1,1,D,0,1,A,,,,,,,,,,,
D1,04/11/95,Kaiserslautern,Karlsruher SC,2,2,D,1,1,D,,,,,,,,,,,
D1,04/11/95,TSV Munich 1860,Hansa Rostock,1,1,D,1,0,H,,,,,,,,,,,
D1,04/11/95,VfB Stuttgart,Werder Bremen,1,1,D,0,0,D,,,,,,,,,,,
D1,05/11/95,Borussia Monchengladbach,Schalke 04,4,1,H,1,1,D,,,,,,,,,,,
D1,10/11/95,Hamburg SV,Borussia Dortmund,2,2,D,0,2,A,,,,,,,,,,,
D1,10/11/95,Hansa Rostock,Bayern Munich,0,0,D,0,0,D,,,,,,,,,,,
D1,10/11/95,Uerdingen,Kaiserslautern,1,1,D,0,0,D,,,,,,,,,,,
D1,11/11/95,Dusseldorf,Borussia Monchengladbach,3,2,H,1,1,D,,,,,,,,,,,
D1,11/11/95,FC Cologne,VfB Stuttgart,2,2,D,0,0,D,,,,,,,,,,,
D1,11/11/95,Karlsruher SC,Bayer Leverkusen,1,4,A,0,2,A,,,,,,,,,,,
D1,11/11/95,TSV Munich 1860,SC Freiburg,3,0,H,1,0,H,,,,,,,,,,,
D1,11/11/95,Schalke 04,St Pauli,2,0,H,1,0,H,,,,,,,,,,,
D1,11/11/95,Werder Bremen,Eintracht Frankfurt,1,1,D,1,0,H,,,,,,,,,,,
D1,17/11/95,Borussia Monchengladbach,Hamburg SV,1,2,A,0,2,A,,,,,,,,,,,
D1,17/11/95,St Pauli,Dusseldorf,2,1,H,2,1,H,,,,,,,,,,,
D1,18/11/95,Bayern Munich,Werder Bremen,2,0,H,1,0,H,,,,,,,,,,,
D1,18/11/95,Borussia Dortmund,Karlsruher SC,4,1,H,1,0,H,,,,,,,,,,,
D1,18/11/95,Eintracht Frankfurt,FC Cologne,1,0,H,0,0,D,,,,,,,,,,,
D1,18/11/95,SC Freiburg,Hansa Rostock,2,1,H,1,1,D,,,,,,,,,,,
D1,18/11/95,Kaiserslautern,TSV Munich 1860,0,0,D,0,0,D,,,,,,,,,,,
D1,18/11/95,Bayer Leverkusen,Uerdingen,2,1,H,1,0,H,,,,,,,,,,,
D1,19/11/95,VfB Stuttgart,Schalke 04,2,2,D,1,1,D,,,,,,,,,,,
D1,24/11/95,Dusseldorf,VfB Stuttgart,1,2,A,1,0,H,,,,,,,,,,,
D1,24/11/95,Hamburg SV,St Pauli,1,0,H,1,0,H,,,,,,,,,,,
D1,25/11/95,Kaiserslautern,SC Freiburg,1,2,A,0,0,D,,,,,,,,,,,
D1,25/11/95,Karlsruher SC,Borussia Monchengladbach,4,0,H,1,0,H,,,,,,,,,,,
D1,25/11/95,TSV Munich 1860,Bayer Leverkusen,0,1,A,0,0,D,,,,,,,,,,,
D1,25/11/95,Schalke 04,Eintracht Frankfurt,2,0,H,1,0,H,,,,,,,,,,,
D1,25/11/95,Uerdingen,Borussia Dortmund,0,2,A,0,0,D,,,,,,,,,,,
D1,25/11/95,Werder Bremen,Hansa Rostock,0,2,A,0,1,A,,,,,,,,,,,
D1,26/11/95,FC Cologne,Bayern Munich,0,0,D,0,0,D,,,,,,,,,,,
D1,01/12/95,Borussia Dortmund,TSV Munich 1860,3,1,H,1,1,D,,,,,,,,,,,
D1,01/12/95,Bayer Leverkusen,SC Freiburg,0,1,A,0,1,A,,,,,,,,,,,
D1,01/12/95,Werder Bremen,FC Cologne,0,1,A,0,0,D,,,,,,,,,,,
D1,02/12/95,Bayern Munich,Schalke 04,4,0,H,1,0,H,,,,,,,,,,,
D1,02/12/95,Eintracht Frankfurt,Dusseldorf,3,0,H,3,0,H,,,,,,,,,,,
D1,02/12/95,Hansa Rostock,Kaiserslautern,3,0,H,2,0,H,,,,,,,,,,,
D1,02/12/95,Borussia Monchengladbach,Uerdingen,2,1,H,2,1,H,,,,,,,,,,,
D1,02/12/95,St Pauli,Karlsruher SC,1,1,D,1,1,D,,,,,,,,,,,
D1,02/12/95,VfB Stuttgart,Hamburg SV,3,0,H,1,0,H,,,,,,,,,,,
D1,08/12/95,Hamburg SV,Eintracht Frankfurt,5,1,H,4,0,H,,,,,,,,,,,
D1,08/12/95,Uerdingen,St Pauli,2,5,A,2,2,D,,,,,,,,,,,
D1,09/12/95,Dusseldorf,Bayern Munich,0,2,A,0,0,D,,,,,,,,,,,
D1,09/12/95,SC Freiburg,Borussia Dortmund,0,1,A,0,0,D,,,,,,,,,,,
D1,09/12/95,Kaiserslautern,Bayer Leverkusen,1,0,H,0,0,D,,,,,,,,,,,
D1,09/12/95,Karlsruher SC,VfB Stuttgart,1,2,A,0,1,A,,,,,,,,,,,
D1,09/12/95,TSV Munich 1860,Borussia Monchengladbach,4,0,H,2,0,H,,,,,,,,,,,
D1,09/12/95,Schalke 04,Werder Bremen,2,1,H,0,0,D,,,,,,,,,,,
D1,10/12/95,FC Cologne,Hansa Rostock,3,0,H,1,0,H,,,,,,,,,,,
D1,09/02/96,SC Freiburg,Borussia Monchengladbach,0,0,D,0,0,D,,,,,,,,,,,
D1,10/02/96,Kaiserslautern,Borussia Dortmund,1,1,D,1,1,D,,,,,,,,,,,
D1,10/02/96,Karlsruher SC,Eintracht Frankfurt,1,1,D,0,1,A,,,,,,,,,,,
D1,10/02/96,TSV Munich 1860,St Pauli,2,0,H,1,0,H,,,,,,,,,,,
D1,11/02/96,Hamburg SV,Bayern Munich,2,1,H,0,1,A,,,,,,,,,,,
D1,14/02/96,FC Cologne,Dusseldorf,0,0,D,0,0,D,,,,,,,,,,,
D1,16/02/96,Eintracht Frankfurt,Uerdingen,1,0,H,1,0,H,,,,,,,,,,,
D1,17/02/96,Bayern Munich,Karlsruher SC,1,4,A,0,1,A,,,,,,,,,,,
D1,17/02/96,VfB Stuttgart,TSV Munich 1860,2,3,A,2,2,D,,,,,,,,,,,
D1,23/02/96,Kaiserslautern,St Pauli,0,0,D,0,0,D,,,,,,,,,,,
D1,23/02/96,Bayer Leverkusen,Borussia Monchengladbach,0,0,D,0,0,D,,,,,,,,,,,
D1,24/02/96,Borussia Dortmund,Hansa Rostock,1,2,A,0,1,A,,,,,,,,,,,
D1,24/02/96,Dusseldorf,Schalke 04,2,0,H,1,0,H,,,,,,,,,,,
D1,24/02/96,SC Freiburg,VfB Stuttgart,2,1,H,1,0,H,,,,,,,,,,,
D1,24/02/96,Karlsruher SC,Werder Bremen,1,1,D,1,1,D,,,,,,,,,,,
D1,24/02/96,TSV Munich 1860,Eintracht Frankfurt,3,1,H,2,0,H,,,,,,,,,,,
D1,25/02/96,Uerdingen,Bayern Munich,1,6,A,0,1,A,,,,,,,,,,,
D1,01/03/96,Werder Bremen,Uerdingen,1,0,H,1,0,H,,,,,,,,,,,
D1,02/03/96,Bayern Munich,TSV Munich 1860,4,2,H,4,1,H,,,,,,,,,,,
D1,02/03/96,Eintracht Frankfurt,SC Freiburg,0,1,A,0,0,D,,,,,,,,,,,
D1,02/03/96,FC Cologne,Karlsruher SC,0,1,A,0,0,D,,,,,,,,,,,
D1,02/03/96,Borussia Monchengladbach,Borussia Dortmund,2,2,D,1,0,H,,,,,,,,,,,
D1,02/03/96,Schalke 04,Hamburg SV,3,0,H,2,0,H,,,,,,,,,,,
D1,02/03/96,VfB Stuttgart,Kaiserslautern,2,0,H,0,0,D,,,,,,,,,,,
D1,03/03/96,Hansa Rostock,Dusseldorf,0,0,D,0,0,D,,,,,,,,,,,
D1,05/03/96,Schalke 04,FC Cologne,0,0,D,0,0,D,,,,,,,,,,,
D1,05/03/96,St Pauli,SC Freiburg,1,1,D,1,0,H,,,,,,,,,,,
D1,05/03/96,Werder Bremen,Hamburg SV,2,1,H,2,1,H,,,,,,,,,,,
D1,08/03/96,Hamburg SV,Dusseldorf,4,1,H,0,0,D,,,,,,,,,,,
D1,08/03/96,Bayer Leverkusen,VfB Stuttgart,0,0,D,0,0,D,,,,,,,,,,,
D1,09/03/96,Borussia Dortmund,St Pauli,1,0,H,0,0,D,,,,,,,,,,,
D1,09/03/96,SC Freiburg,Bayern Munich,3,1,H,1,1,D,,,,,,,,,,,
D1,09/03/96,Kaiserslautern,Eintracht Frankfurt,1,1,D,0,0,D,,,,,,,,,,,
D1,09/03/96,Karlsruher SC,Schalke 04,0,1,A,0,1,A,,,,,,,,,,,
D1,09/03/96,TSV Munich 1860,Werder Bremen,1,1,D,1,0,H,,,,,,,,,,,
D1,09/03/96,Uerdingen,FC Cologne,1,1,D,1,0,H,,,,,,,,,,,
D1,10/03/96,Borussia Monchengladbach,Hansa Rostock,3,2,H,2,1,H,,,,,,,,,,,
D1,12/03/96,Dusseldorf,Werder Bremen,1,1,D,0,0,D,,,,,,,,,,,
D1,15/03/96,FC Cologne,TSV Munich 1860,2,0,H,0,0,D,,,,,,,,,,,
D1,15/03/96,Werder Bremen,SC Freiburg,0,2,A,0,0,D,,,,,,,,,,,
D1,16/03/96,Bayern Munich,Kaiserslautern,2,0,H,1,0,H,,,,,,,,,,,
D1,16/03/96,Eintracht Frankfurt,Bayer Leverkusen,1,1,D,0,0,D,,,,,,,,,,,
D1,16/03/96,Schalke 04,Uerdingen,1,1,D,0,0,D,,,,,,,,,,,
D1,16/03/96,St Pauli,Borussia Monchengladbach,0,2,A,0,0,D,,,,,,,,,,,
D1,16/03/96,VfB Stuttgart,Borussia Dortmund,0,5,A,0,2,A,,,,,,,,,,,
D1,17/03/96,Dusseldorf,Karlsruher SC,2,0,H,1,0,H,,,,,,,,,,,
D1,19/03/96,Hamburg SV,FC Cologne,0,0,D,0,0,D,,,,,,,,,,,
D1,19/03/96,Bayer Leverkusen,Hansa Rostock,2,0,H,1,0,H,,,,,,,,,,,
D1,19/03/96,Uerdingen,VfB Stuttgart,3,4,A,1,1,D,,,,,,,,,,,
D1,22/03/96,Karlsruher SC,Hamburg SV,3,1,H,2,1,H,,,,,,,,,,,
D1,22/03/96,TSV Munich 1860,Schalke 04,1,1,D,1,0,H,,,,,,,,,,,
D1,23/03/96,Borussia Dortmund,Eintracht Frankfurt,6,0,H,2,0,H,,,,,,,,,,,
D1,23/03/96,SC Freiburg,FC Cologne,2,0,H,0,0,D,,,,,,,,,,,
D1,23/03/96,Kaiserslautern,Werder Bremen,0,0,D,0,0,D,,,,,,,,,,,
D1,23/03/96,Bayer Leverkusen,Bayern Munich,1,2,A,1,1,D,,,,,,,,,,,
D1,23/03/96,Uerdingen,Dusseldorf,1,3,A,1,1,D,,,,,,,,,,,
D1,24/03/96,Borussia Monchengladbach,VfB Stuttgart,1,1,D,0,1,A,,,,,,,,,,,
D1,24/03/96,St Pauli,Hansa Rostock,3,2,H,2,1,H,,,,,,,,,,,
D1,29/03/96,FC Cologne,Kaiserslautern,0,1,A,0,1,A,,,,,,,,,,,
D1,29/03/96,Hamburg SV,Uerdingen,0,0,D,0,0,D,,,,,,,,,,,
D1,30/03/96,Bayern Munich,Borussia Dortmund,1,0,H,1,0,H,,,,,,,,,,,
D1,30/03/96,Eintracht Frankfurt,Borussia Monchengladbach,0,2,A,0,2,A,,,,,,,,,,,
D1,30/03/96,Hansa Rostock,Karlsruher SC,1,1,D,0,0,D,,,,,,,,,,,
D1,30/03/96,Schalke 04,SC Freiburg,3,0,H,1,0,H,,,,,,,,,,,
D1,30/03/96,VfB Stuttgart,St Pauli,1,1,D,1,0,H,,,,,,,,,,,
D1,30/03/96,Werder Bremen,Bayer Leverkusen,2,1,H,1,0,H,,,,,,,,,,,
D1,31/03/96,Dusseldorf,TSV Munich 1860,1,1,D,0,0,D,,,,,,,,,,,
D1,02/04/96,St Pauli,Bayer Leverkusen,2,1,H,0,0,D,,,,,,,,,,,
D1,04/04/96,Kaiserslautern,Schalke 04,0,0,D,0,0,D,,,,,,,,,,,
D1,04/04/96,VfB Stuttgart,Hansa Rostock,1,1,D,1,0,H,,,,,,,,,,,
D1,04/04/96,Uerdingen,Karlsruher SC,2,3,A,1,0,H,,,,,,,,,,,
D1,06/04/96,Borussia Dortmund,Werder Bremen,1,1,D,1,1,D,,,,,,,,,,,
D1,06/04/96,SC Freiburg,Dusseldorf,1,1,D,1,0,H,,,,,,,,,,,
D1,06/04/96,Bayer Leverkusen,FC Cologne,1,2,A,1,1,D,,,,,,,,,,,
D1,06/04/96,TSV Munich 1860,Hamburg SV,5,0,H,2,0,H,,,,,,,,,,,
D1,06/04/96,St Pauli,Eintracht Frankfurt,2,1,H,1,1,D,,,,,,,,,,,
D1,07/04/96,Borussia Monchengladbach,Bayern Munich,3,1,H,2,1,H,,,,,,,,,,,
D1,09/04/96,Eintracht Frankfurt,VfB Stuttgart,2,2,D,2,2,D,,,,,,,,,,,
D1,09/04/96,FC Cologne,Borussia Dortmund,0,0,D,0,0,D,,,,,,,,,,,
D1,09/04/96,Hansa Rostock,Uerdingen,1,0,H,0,0,D,,,,,,,,,,,
D1,09/04/96,Karlsruher SC,TSV Munich 1860,1,1,D,1,0,H,,,,,,,,,,,
D1,09/04/96,Schalke 04,Bayer Leverkusen,1,1,D,0,1,A,,,,,,,,,,,
D1,10/04/96,Bayern Munich,St Pauli,1,1,D,0,1,A,,,,,,,,,,,
D1,10/04/96,Dusseldorf,Kaiserslautern,2,1,H,0,1,A,,,,,,,,,,,
D1,10/04/96,Hamburg SV,SC Freiburg,0,0,D,0,0,D,,,,,,,,,,,
D1,10/04/96,Werder Bremen,Borussia Monchengladbach,2,0,H,1,0,H,,,,,,,,,,,
D1,12/04/96,Eintracht Frankfurt,Hansa Rostock,1,3,A,1,1,D,,,,,,,,,,,
D1,12/04/96,TSV Munich 1860,Uerdingen,2,1,H,0,1,A,,,,,,,,,,,
D1,13/04/96,Borussia Dortmund,Schalke 04,0,0,D,0,0,D,,,,,,,,,,,
D1,13/04/96,SC Freiburg,Karlsruher SC,0,3,A,0,2,A,,,,,,,,,,,
D1,13/04/96,Kaiserslautern,Hamburg SV,1,2,A,0,1,A,,,,,,,,,,,
D1,13/04/96,Borussia Monchengladbach,FC Cologne,2,1,H,1,0,H,,,,,,,,,,,
D1,13/04/96,St Pauli,Werder Bremen,1,2,A,0,1,A,,,,,,,,,,,
D1,13/04/96,VfB Stuttgart,Bayern Munich,0,1,A,0,0,D,,,,,,,,,,,
D1,14/04/96,Bayer Leverkusen,Dusseldorf,0,0,D,0,0,D,,,,,,,,,,,
D1,16/04/96,Borussia Monchengladbach,Kaiserslautern,1,1,D,1,0,H,,,,,,,,,,,
D1,17/04/96,Hansa Rostock,Hamburg SV,2,0,H,2,0,H,,,,,,,,,,,
D1,19/04/96,Karlsruher SC,Kaiserslautern,0,0,D,0,0,D,,,,,,,,,,,
D1,19/04/96,Uerdingen,SC Freiburg,3,1,H,1,0,H,,,,,,,,,,,
D1,20/04/96,Bayern Munich,Eintracht Frankfurt,1,1,D,0,1,A,,,,,,,,,,,
D1,20/04/96,Dusseldorf,Borussia Dortmund,1,2,A,1,2,A,,,,,,,,,,,
D1,20/04/96,FC Cologne,St Pauli,1,0,H,0,0,D,,,,,,,,,,,
D1,20/04/96,Hansa Rostock,TSV Munich 1860,0,3,A,0,1,A,,,,,,,,,,,
D1,20/04/96,Werder Bremen,VfB Stuttgart,2,2,D,1,0,H,,,,,,,,,,,
D1,21/04/96,Schalke 04,Borussia Monchengladbach,3,3,D,1,2,A,,,,,,,,,,,
D1,24/04/96,Hamburg SV,Bayer Leverkusen,2,2,D,1,1,D,,,,,,,,,,,
D1,26/04/96,Kaiserslautern,Uerdingen,3,0,H,2,0,H,,,,,,,,,,,
D1,26/04/96,St Pauli,Schalke 04,2,0,H,2,0,H,,,,,,,,,,,
D1,27/04/96,Bayern Munich,Hansa Rostock,0,1,A,0,0,D,,,,,,,,,,,
D1,27/04/96,Borussia Dortmund,Hamburg SV,1,1,D,1,1,D,,,,,,,,,,,
D1,27/04/96,Eintracht Frankfurt,Werder Bremen,1,0,H,0,0,D,,,,,,,,,,,
D1,27/04/96,SC Freiburg,TSV Munich 1860,1,0,H,0,0,D,,,,,,,,,,,
D1,27/04/96,Bayer Leverkusen,Karlsruher SC,1,2,A,1,1,D,,,,,,,,,,,
D1,27/04/96,VfB Stuttgart,FC Cologne,0,1,A,0,0,D,,,,,,,,,,,
D1,28/04/96,Borussia Monchengladbach,Dusseldorf,1,1,D,0,1,A,,,,,,,,,,,
D1,30/04/96,Hansa Rostock,SC Freiburg,1,0,H,0,0,D,,,,,,,,,,,
D1,30/04/96,Karlsruher SC,Borussia Dortmund,5,0,H,1,0,H,,,,,,,,,,,
D1,30/04/96,Schalke 04,VfB Stuttgart,2,0,H,0,0,D,,,,,,,,,,,
D1,30/04/96,Uerdingen,Bayer Leverkusen,3,0,H,1,0,H,,,,,,,,,,,
D1,01/05/96,Dusseldorf,St Pauli,2,0,H,1,0,H,,,,,,,,,,,
D1,01/05/96,FC Cologne,Eintracht Frankfurt,3,0,H,1,0,H,,,,,,,,,,,
D1,01/05/96,Hamburg SV,Borussia Monchengladbach,2,1,H,1,0,H,,,,,,,,,,,
D1,03/05/96,Borussia Dortmund,Uerdingen,5,0,H,4,0,H,,,,,,,,,,,
D1,03/05/96,SC Freiburg,Kaiserslautern,0,0,D,0,0,D,,,,,,,,,,,
D1,04/05/96,Bayern Munich,FC Cologne,3,2,H,1,0,H,,,,,,,,,,,
D1,04/05/96,Eintracht Frankfurt,Schalke 04,0,3,A,0,1,A,,,,,,,,,,,
