Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,
D1,03/11/02,VfL Bochum,Hertha Berlin,3,0,H,0,0,D,2.5,3.1,2.5,2.65,3.15,2.45,2.5,3,2.5,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.25,2.5,2.37,3.1,2.62,1.7,1.9,,,
D1,03/11/02,Werder Bremen,Bayern Munich,2,0,H,1,0,H,2.625,3.2,2.3,2.85,3.25,2.25,2.7,3,2.3,2.88,3,2.25,2.8,3.25,2.2,2.8,3.2,2.3,2.8,3.1,2.25,1.65,1.95,,,
D1,09/11/02,Bayern Munich,Borussia Dortmund,2,1,H,0,1,A,1.83,3.2,3.75,1.95,3.36,4.06,1.8,3.1,3.8,1.8,3.25,3.75,1.83,3.25,3.75,1.85,3.3,3.8,1.83,3.2,3.75,1.85,1.93,,,
D1,09/11/02,Arminia Bielefeld,Nurnberg,0,1,A,0,0,D,1.83,3.2,3.75,1.91,3.45,3.81,2,3.1,3.2,1.91,3.2,3.5,1.83,3.25,3.75,1.85,3.3,3.8,1.9,3.2,3.5,1.75,2.01,,,
D1,09/11/02,Hamburg SV,TSV Munich 1860,1,0,H,1,0,H,2.2,3.25,2.75,2.31,3.35,3.2,2,3.1,3.2,2.2,3.2,2.8,2.2,3.25,2.9,2.2,3.25,2.9,2.1,3.2,3,1.74,2.07,,,
D1,09/11/02,Kaiserslautern,Hannover,0,1,A,0,1,A,1.83,3.2,3.75,1.86,3.5,4.05,1.85,3.1,3.6,1.8,3.2,4,1.83,3.25,3.75,1.85,3.3,3.8,1.8,3.25,3.8,1.72,2.17,,,
D1,09/11/02,Schalke 04,Bayer Leverkusen,0,1,A,0,0,D,1.9,3.2,3.5,2,3.4,4,2.1,3,3.1,1.91,3.2,3.5,1.91,3.25,3.5,1.909,3.25,3.6,1.9,3.2,3.5,1.77,1.9,,,
D1,09/11/02,VfB Stuttgart,VfL Bochum,3,2,H,0,0,D,1.8,3.3,3.75,1.8,3.6,4.2,1.75,3.2,4,1.8,3.2,4,1.8,3.25,4,1.8,3.3,4,1.72,3.25,4.2,1.75,1.95,,,
D1,09/11/02,VfL Wolfsburg,Werder Bremen,3,1,H,1,0,H,2.37,3.1,2.62,2.47,3.38,2.87,2.3,3,2.7,2.38,3.2,2.62,2.25,3.25,2.75,2.3,3.25,2.75,2.2,3.1,2.87,1.72,2.01,,,
D1,10/11/02,Hertha Berlin,Hansa Rostock,3,1,H,2,1,H,1.61,3.25,5,1.71,3.55,5.2,1.65,3.3,4.4,1.57,3.5,5,1.62,3.4,5,1.615,3.5,5,1.61,3.3,5,2.02,1.9,,,
D1,10/11/02,Borussia Monchengladbach,Energie Cottbus,3,0,H,3,0,H,1.61,3.25,5,1.66,3.54,5.25,1.6,3.4,4.6,1.62,3.25,5,1.62,3.4,5,1.615,3.4,5,1.61,3.3,5,1.77,1.95,,,
D1,13/11/02,Kaiserslautern,VfL Bochum,0,2,A,0,2,A,2,3.2,3.2,2.08,3.5,3.46,1.9,3.1,3.5,2.1,3.2,3,2.1,3.25,3,2.1,3.25,3.1,2,3.2,3.2,1.81,1.97,,,
D1,16/11/02,Bayern Munich,VfL Wolfsburg,1,0,H,1,0,H,1.4,3.6,7.5,1.4,4.05,8,1.35,4,7,1.4,3.75,7,1.36,4,7.5,1.364,4,7.5,1.4,3.6,7.5,1.5,2.25,1.57,2.25,
D1,16/11/02,Energie Cottbus,Arminia Bielefeld,2,1,H,1,0,H,2.4,3.25,2.5,2.42,3.25,2.6,2.3,3,2.7,2.4,3.25,2.5,2.4,3.2,2.62,2.4,3.25,2.625,2.5,3.1,2.5,1.85,1.75,1.8,1.9,
D1,16/11/02,Borussia Dortmund,TSV Munich 1860,1,0,H,1,0,H,1.571,3.5,5,1.66,3.45,5.3,1.55,3.5,4.8,1.53,3.5,5.5,1.62,3.4,5,1.615,3.3,5.5,1.61,3.3,5,1.65,1.95,1.72,2,
D1,16/11/02,Hannover,Hertha Berlin,0,1,A,0,1,A,2.4,3.25,2.5,2.5,3.25,2.52,2.5,3,2.5,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.25,2.5,2.4,3.1,2.6,1.65,1.95,1.72,2,
D1,16/11/02,Hansa Rostock,VfB Stuttgart,1,1,D,1,0,H,2.5,3.25,2.4,2.5,3.25,2.5,2.3,3,2.7,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.25,2.5,2.5,3.1,2.5,1.75,1.85,1.8,1.9,
D1,16/11/02,Bayer Leverkusen,Borussia Monchengladbach,2,2,D,1,1,D,1.571,3.5,5,1.55,3.7,5.3,1.55,3.5,4.8,1.53,3.5,5.5,1.53,3.6,5.5,1.533,3.6,5.5,1.57,3.5,5,1.7,1.9,1.66,2.1,
D1,16/11/02,Nurnberg,Hamburg SV,1,3,A,1,1,D,2,3.2,3.2,2.15,3.25,3.22,2.2,3,2.9,2,3.2,3.2,2,3.2,3.4,2,3.2,3.4,2,3,3.4,1.7,1.9,1.66,2.1,
D1,17/11/02,VfL Bochum,Schalke 04,0,2,A,0,0,D,2.3,3.2,2.625,2.46,3.25,2.55,2.4,3,2.6,2.4,3.25,2.5,2.38,3.25,2.62,2.375,3.25,2.625,2.4,3.1,2.6,1.7,1.9,1.72,2,
D1,17/11/02,Werder Bremen,Kaiserslautern,5,3,H,1,2,A,1.571,3.5,5,1.55,3.65,5.32,1.6,3.4,4.6,1.53,3.5,5.5,1.53,3.4,6,1.533,3.5,6,1.57,3.5,5,1.65,1.95,1.66,2.1,
D1,23/11/02,Arminia Bielefeld,Bayer Leverkusen,2,2,D,1,1,D,2.6,3.2,2.375,2.86,3.3,2.3,2.7,3,2.3,2.75,3.2,2.25,,,,2.875,3.2,2.2,2.62,3.2,2.3,1.75,1.85,1.8,1.9,
D1,23/11/02,Hertha Berlin,Werder Bremen,0,1,A,0,1,A,1.909,3.2,3.5,1.97,3.3,3.7,1.9,3.1,3.3,1.91,3.25,3.4,,,,2,3.2,3.3,1.9,3.25,3.4,1.68,1.95,1.66,2.1,
D1,23/11/02,Kaiserslautern,Bayern Munich,0,2,A,0,2,A,4.333,3.2,1.727,4.25,3.37,1.8,3.6,3.1,1.85,4,3.4,1.73,,,,4.333,3.4,1.7,4.2,3.25,1.72,1.7,1.93,1.8,1.9,
D1,23/11/02,Borussia Monchengladbach,VfL Bochum,2,2,D,0,0,D,2,3.2,3.2,2.1,3.3,3.27,2.1,3,3.1,2.1,3.2,3,,,,2.1,3.25,3,2.1,3.2,3,1.65,1.95,1.66,2.1,
D1,23/11/02,Schalke 04,Hansa Rostock,2,2,D,2,0,H,1.444,3.6,6.5,1.5,3.8,6,1.45,3.8,5.4,1.53,3.5,5.5,,,,1.5,3.5,6,1.5,3.4,6,1.8,1.89,1.9,1.8,
D1,23/11/02,VfB Stuttgart,Hannover,3,0,H,1,0,H,1.667,3.3,4.5,1.7,3.37,4.61,1.75,3.2,4,1.67,3.4,4.33,,,,1.667,3.4,4.5,1.57,3.5,5,1.65,1.97,1.66,2.1,
D1,23/11/02,VfL Wolfsburg,Borussia Dortmund,2,0,H,1,0,H,2.5,3.25,2.4,2.6,3.3,2.5,2.5,3,2.5,2.5,3.25,2.4,,,,2.5,3.2,2.5,2.62,3.1,2.37,1.73,1.9,1.83,1.83,
D1,24/11/02,Hamburg SV,Energie Cottbus,1,1,D,0,0,D,1.444,3.6,6.5,1.45,3.75,6.75,1.4,3.9,6,1.44,3.6,6.5,,,,1.444,3.75,6.5,1.44,3.6,6.5,1.65,2.01,1.72,2,
D1,24/11/02,TSV Munich 1860,Nurnberg,2,2,D,1,2,A,1.727,3.2,4.333,1.68,3.6,4.85,1.75,3.2,4,1.67,3.4,4.33,,,,1.615,3.4,5,1.66,3.4,4.33,1.65,1.98,1.72,2,
D1,30/11/02,Bayern Munich,Hertha Berlin,2,0,H,1,0,H,1.533,3.4,5.5,1.55,3.55,6,1.55,3.5,4.8,1.44,3.75,6,1.5,3.5,6,1.5,3.6,6,1.5,3.4,6,1.6,2.05,1.57,2.25,
D1,30/11/02,VfL Bochum,Arminia Bielefeld,0,3,A,0,1,A,1.727,3.2,4.333,1.7,3.36,4.75,1.7,3.2,4.2,1.67,3.25,4.5,1.7,3.4,4.33,1.7,3.4,4.333,1.66,3.3,4.5,1.6,2.05,1.66,2.1,
D1,30/11/02,Energie Cottbus,TSV Munich 1860,3,4,A,0,1,A,2.5,3.25,2.4,2.71,3.25,2.4,2.5,3,2.5,2.6,3.2,2.38,2.63,3.2,2.38,2.625,3.2,2.375,2.75,3.1,2.3,1.7,1.9,1.9,1.8,
D1,30/11/02,Hansa Rostock,Borussia Monchengladbach,3,1,H,1,1,D,2,3.2,3.2,2.2,3.31,3,2,3.1,3.2,2.1,3.2,3,2.2,3.2,2.88,2.2,3.2,2.875,2.1,3.2,3,1.7,1.9,1.83,1.83,
D1,30/11/02,Kaiserslautern,VfL Wolfsburg,2,0,H,1,0,H,2.4,3.25,2.5,2.45,3.25,2.71,2.4,3.2,2.4,2.5,3,2.6,2.38,3.2,2.63,2.375,3.2,2.625,2.6,3.1,2.4,1.8,1.8,1.8,1.9,
D1,30/11/02,Bayer Leverkusen,Hamburg SV,2,3,A,2,1,H,1.8,3.3,3.75,1.8,3.3,4.46,1.7,3.2,4.2,1.8,3.2,4,1.75,3.4,4,1.75,3.4,4,1.72,3.25,4.2,1.65,1.95,1.72,2,
D1,30/11/02,Nurnberg,Borussia Dortmund,1,2,A,1,0,H,2.75,3.25,2.2,3.5,3.31,2.15,3.2,3.1,2,3,3.2,2.1,3,3.25,2.1,3,3.25,2.1,3,3.2,2.1,1.7,1.9,1.72,2,
D1,01/12/02,Hannover,Schalke 04,0,2,A,0,2,A,2.625,3.1,2.375,2.65,3.25,2.46,2.5,3,2.5,2.6,3.2,2.38,2.6,3.2,2.4,2.6,3.2,2.4,2.62,3.1,2.37,1.8,1.8,1.66,2.1,
D1,01/12/02,Werder Bremen,VfB Stuttgart,3,1,H,1,0,H,1.833,3.2,3.75,1.9,3.25,3.81,1.9,3.1,3.5,1.91,3.2,3.5,1.91,3.25,3.5,1.909,3.25,3.5,1.8,3.3,3.75,1.65,1.95,1.66,2.1,
D1,07/12/02,Arminia Bielefeld,Hansa Rostock,3,0,H,1,0,H,2,3.2,3.2,2,3.3,3.4,2,3.1,3.2,2,3.2,3.2,2.1,3.25,3,2,3.25,3.25,1.9,3.3,3.3,1.75,1.85,1.72,2,
D1,07/12/02,Borussia Dortmund,Kaiserslautern,3,1,H,1,1,D,1.4,3.75,7,1.45,4,7,1.4,3.9,6,1.4,3.75,7,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.75,7,1.7,1.9,1.83,1.83,
D1,07/12/02,Hertha Berlin,VfL Wolfsburg,2,2,D,1,0,H,1.8,3.3,3.75,1.8,3.4,4.2,1.75,3.2,4,1.8,3.25,3.75,1.73,3.25,4.33,1.8,3.25,4,1.72,3.25,4.2,1.75,1.85,1.8,1.9,
D1,07/12/02,TSV Munich 1860,Bayer Leverkusen,0,3,A,0,1,A,2.2,3.25,2.75,2.2,3.25,2.95,2.3,3,2.7,2.2,3.25,2.75,2,3.25,3.25,2.1,3.25,3,2,3.2,3.2,1.7,1.9,1.66,2.1,
D1,07/12/02,Nurnberg,Energie Cottbus,2,2,D,1,1,D,1.667,3.25,4.5,1.72,3.5,4.7,1.65,3.3,4.4,1.73,3.4,4,1.62,3.4,5,1.7,3.4,4.333,1.66,3.3,4.5,1.65,1.95,1.72,2,
D1,07/12/02,Schalke 04,Werder Bremen,1,1,D,1,1,D,2,3.2,3.2,2,3.25,3.4,2,3.1,3.2,2,3.2,3.2,2,3.25,3.25,2,3.25,3.25,2,3.2,3.2,1.7,1.9,1.8,1.9,
D1,07/12/02,VfB Stuttgart,Bayern Munich,0,3,A,0,2,A,2.75,3.25,2.2,2.8,3.3,2.27,3.1,3,2.1,2.8,3.2,2.2,2.75,3.25,2.25,2.875,3.2,2.2,2.87,3.1,2.2,1.7,1.9,1.8,1.9,
D1,08/12/02,Hamburg SV,VfL Bochum,1,1,D,0,0,D,1.667,3.25,4.5,1.8,3.4,4.2,1.75,3.2,4,1.8,3.25,3.75,1.67,3.4,4.5,1.727,3.4,4.2,1.66,3.4,4.33,1.65,1.95,1.72,2,
D1,08/12/02,Borussia Monchengladbach,Hannover,1,0,H,1,0,H,1.833,3.2,3.75,1.9,3.35,3.6,1.9,3.1,3.5,1.91,3.4,3.25,1.83,3.25,3.75,1.833,3.3,3.75,1.83,3.2,3.75,1.7,1.9,1.66,2.1,
D1,14/12/02,Bayern Munich,Schalke 04,0,0,D,0,0,D,1.5,3.4,6,1.5,3.65,7.1,1.55,3.5,4.8,1.5,3.4,6,1.5,3.5,6,1.5,3.5,6,1.5,3.4,6,1.65,1.95,1.66,2.1,
D1,14/12/02,VfL Bochum,TSV Munich 1860,1,1,D,0,1,A,2.2,3.25,2.75,2.2,3.25,2.95,2.2,3,2.9,2.2,3.25,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.25,3.2,2.75,1.7,1.9,1.72,2,
D1,14/12/02,Energie Cottbus,Borussia Dortmund,0,4,A,0,1,A,4.333,3.2,1.727,4.4,3.4,1.74,4.4,3.3,1.65,4,3.4,1.73,4.2,3.4,1.73,4.2,3.4,1.727,4.33,3.4,1.66,1.75,1.85,1.8,1.9,
D1,14/12/02,Hannover,Arminia Bielefeld,0,0,D,0,0,D,2.1,3.2,3,2.2,3.27,3.5,1.9,3.1,3.5,2.1,3.2,3,2.1,3.2,3.1,2.1,3.2,3.1,2.2,3.2,2.8,1.55,2.15,1.72,2,
D1,14/12/02,Hansa Rostock,Hamburg SV,0,0,D,0,0,D,2.25,3.2,2.75,2.31,3.25,2.75,2.2,3,2.9,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.1,2.8,1.7,1.9,1.72,2,
D1,14/12/02,Bayer Leverkusen,Nurnberg,0,2,A,0,0,D,1.571,3.5,5,1.55,3.55,5.65,1.55,3.5,4.8,1.62,3.5,4.5,1.57,3.4,5.5,1.571,3.4,5.5,1.61,3.3,5,1.55,2.15,1.66,2.1,
D1,14/12/02,Werder Bremen,Borussia Monchengladbach,2,0,H,1,0,H,1.5,3.4,6,1.54,3.55,6.05,1.55,3.5,4.8,1.5,3.4,6,1.5,3.5,6,1.5,3.5,6,1.44,3.6,6.5,1.6,2.05,1.66,2.1,
D1,15/12/02,Kaiserslautern,Hertha Berlin,2,1,H,1,0,H,2.4,3.25,2.5,2.5,3.25,2.6,2.4,3.2,2.4,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.6,3.1,2.4,1.75,1.85,1.8,1.9,
D1,15/12/02,VfL Wolfsburg,VfB Stuttgart,1,2,A,0,1,A,2,3.2,3.2,2,3.25,3.35,2,3.1,3.2,2,3.2,3.2,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.2,3.5,1.8,1.8,1.72,2,
D1,25/01/03,VfL Bochum,Nurnberg,2,1,H,2,1,H,1.9,3.2,3.5,1.92,3.2,3.65,1.9,3.1,3.5,1.91,3.2,3.5,1.91,3.25,3.5,1.91,3.25,3.5,2.1,3.2,3,1.7,1.9,1.72,2,
D1,25/01/03,Hannover,Hamburg SV,2,2,D,1,0,H,2.5,3.2,2.4,2.45,3.2,2.6,2.4,3,2.6,2.6,3.2,2.38,2.5,3.2,2.5,2.5,3.2,2.5,2.4,3.25,2.5,1.7,1.9,1.72,2,
D1,25/01/03,Hansa Rostock,TSV Munich 1860,1,4,A,0,3,A,2.3,3.2,2.62,2.3,3.2,2.78,2.2,3,2.9,2.38,3.2,2.6,2.38,3.2,2.62,2.38,3.2,2.62,2.3,3.2,2.62,1.8,1.8,1.83,1.83,
D1,25/01/03,Hertha Berlin,Borussia Dortmund,2,1,H,0,0,D,2.5,3.2,2.4,2.55,3.2,2.5,2.5,3,2.5,2.5,3.25,2.4,2.6,3.2,2.4,2.6,3.2,2.4,2.62,3.1,2.37,1.85,1.75,1.9,1.8,
D1,25/01/03,Kaiserslautern,VfB Stuttgart,1,2,A,1,1,D,2.3,3.2,2.62,2.25,3.25,2.82,2.4,3,2.6,2.38,3.2,2.6,2.38,3.1,2.7,2.38,3.1,2.7,2.25,3.2,2.75,1.8,1.8,1.8,1.9,
D1,25/01/03,Werder Bremen,Arminia Bielefeld,2,2,D,2,2,D,1.44,3.6,6.5,1.45,3.8,6.6,1.45,3.8,5.4,1.44,3.6,6.5,1.44,3.6,7,1.44,3.6,7,1.4,3.75,7,1.55,2.1,1.61,2.2,
D1,25/01/03,VfL Wolfsburg,Schalke 04,1,2,A,0,0,D,2.3,3.2,2.62,2.3,3.2,2.78,2.3,3,2.7,2.38,3.2,2.6,2.3,3.1,2.8,2.3,3.1,2.8,2.25,3.2,2.75,1.85,1.75,1.83,1.83,
D1,26/01/03,Bayern Munich,Borussia Monchengladbach,3,0,H,1,0,H,1.25,4.5,10,1.25,4.8,10.35,1.3,4.2,8,1.25,4.5,10,1.25,5,8.5,1.25,5,9,1.25,4.5,10,1.5,2.2,1.66,2.1,
D1,26/01/03,Bayer Leverkusen,Energie Cottbus,0,3,A,0,2,A,1.4,3.75,7,1.38,4.25,7,1.3,4.2,8,1.44,3.5,7,1.4,3.75,7.5,1.4,3.75,7.5,1.44,3.6,6.5,1.6,2,1.61,2.2,
D1,01/02/03,Arminia Bielefeld,Bayern Munich,0,0,D,0,0,D,4,3.4,1.72,4.6,3.35,1.7,3.8,3.1,1.8,4,3.4,1.73,4.33,3.25,1.73,4.33,3.25,1.73,4.5,3.3,1.66,1.6,2.1,1.8,1.9,
D1,01/02/03,Energie Cottbus,VfL Bochum,2,1,H,1,0,H,2.4,3.25,2.5,2.45,3.2,2.6,2.5,3,2.5,2.38,3.2,2.6,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.25,2.4,1.7,1.9,1.83,1.83,
D1,01/02/03,TSV Munich 1860,Hannover,0,1,A,0,1,A,1.61,3.25,5,1.65,3.4,4.9,1.7,3.2,4.2,1.57,3.5,5,1.57,3.4,5.5,1.57,3.4,5.5,1.61,3.3,5,1.65,2,1.72,2,
D1,01/02/03,Nurnberg,Hansa Rostock,0,1,A,0,1,A,1.9,3.25,3.4,1.95,3.25,3.5,2,3.1,3.2,1.91,3.25,3.4,1.91,3.25,3.5,1.91,3.25,3.5,1.9,3.25,3.4,1.7,1.9,1.83,1.83,
D1,01/02/03,Schalke 04,Kaiserslautern,2,2,D,1,1,D,1.53,3.4,5.5,1.5,3.7,5.95,1.5,3.5,5.4,1.44,3.6,6.5,1.5,3.6,6,1.5,3.6,6,1.44,3.6,6.5,1.7,1.9,1.8,1.9,
D1,01/02/03,VfB Stuttgart,Hertha Berlin,3,1,H,1,0,H,1.9,3.25,3.4,2,3.3,3.3,2.1,3,3.1,1.91,3.25,3.4,2.1,3.25,3,2.1,3.25,3,2,3.2,3.2,1.7,1.9,1.83,1.83,
D1,02/02/03,Borussia Dortmund,Bayer Leverkusen,2,0,H,2,0,H,1.61,3.25,5,1.65,3.4,4.9,1.75,3.2,4,1.62,3.5,4.5,1.6,3.5,5,1.6,3.5,5,1.57,3.5,5,1.7,1.9,1.8,1.9,
D1,02/02/03,Hamburg SV,Werder Bremen,1,0,H,0,0,D,2.3,3.2,2.62,2.3,3.2,2.8,2.3,3,2.7,2.2,3.2,2.8,2.38,3.2,2.62,2.38,3.2,2.62,2.37,3,2.7,1.7,1.9,1.66,2.1,
D1,08/02/03,VfL Bochum,Bayer Leverkusen,2,1,H,0,0,D,2.2,3.25,2.75,2.3,3.2,2.8,2.3,3,2.7,2.25,3.2,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.25,3.2,2.75,1.65,1.95,1.66,2.1,
D1,08/02/03,Hannover,Nurnberg,4,2,H,3,1,H,2,3.2,3.2,2.05,3.2,3.35,1.85,3.1,3.6,2,3.2,3.2,2,3.25,3.25,2,3.25,3.25,2,3.2,3.2,1.7,1.9,1.66,2.1,
D1,08/02/03,Hansa Rostock,Energie Cottbus,0,0,D,0,0,D,1.8,3.25,3.75,1.9,3.3,3.7,1.8,3.1,3.8,1.83,3.2,3.75,1.83,3.25,3.75,1.833,3.25,3.8,1.9,3.25,3.4,1.7,1.9,1.72,2,
D1,08/02/03,Hertha Berlin,Schalke 04,4,2,H,2,1,H,2.3,3.2,2.625,2.35,3.2,2.8,2.2,2.9,3,2.25,3.2,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.25,3.3,2.62,1.75,1.85,1.83,1.83,
D1,08/02/03,Kaiserslautern,Borussia Monchengladbach,2,0,H,1,0,H,1.833,3.25,3.75,1.85,3.3,3.85,1.75,3.2,4,1.83,3.2,3.75,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.2,3.5,1.75,1.85,1.83,1.83,
D1,08/02/03,Werder Bremen,TSV Munich 1860,1,2,A,1,0,H,1.727,3.2,4.333,1.75,3.3,4.35,1.75,3.2,4,1.67,3.4,4.33,1.67,3.4,4.5,1.667,3.4,4.5,1.72,3.25,4.2,1.6,2.05,1.61,2.2,
D1,08/02/03,VfL Wolfsburg,Arminia Bielefeld,2,0,H,1,0,H,1.909,3.2,3.5,1.85,3.3,3.9,1.75,3.2,4,1.91,3.2,3.5,1.83,3.25,3.75,1.85,3.25,3.75,1.83,3.3,3.6,1.7,1.9,1.72,2,
D1,09/02/03,Bayern Munich,Hamburg SV,1,1,D,1,0,H,1.4,3.75,7,1.4,4,7.5,1.45,3.8,5.4,1.4,3.5,8,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.75,7,1.65,1.95,1.66,2.1,
D1,09/02/03,VfB Stuttgart,Borussia Dortmund,1,0,H,0,0,D,2.25,3.2,2.75,2.45,3.2,2.65,2.3,2.9,2.8,2.25,3.2,2.75,2.3,3.1,2.8,2.3,3.1,2.8,2.3,3.2,2.62,1.75,1.85,1.8,1.9,
D1,15/02/03,Arminia Bielefeld,Kaiserslautern,1,1,D,1,1,D,2,3.2,3.2,2.1,3.15,3.3,2.1,3,3.1,2,3.2,3.2,1.91,3.2,3.6,1.909,3.2,3.6,2,3.2,3.2,1.7,1.9,1.8,1.9,
D1,15/02/03,Borussia Dortmund,VfL Bochum,4,1,H,3,1,H,1.5,3.4,6,1.55,3.5,6,1.55,3.5,4.8,1.5,3.4,6,1.5,3.5,6,1.5,3.5,6,1.53,3.4,5.5,1.65,1.95,1.72,2,
D1,15/02/03,Hamburg SV,VfL Wolfsburg,2,0,H,1,0,H,1.727,3.2,4.333,1.85,3.25,4,1.9,3.1,3.5,1.67,3.4,4.33,1.67,3.4,4.5,1.667,3.4,4.5,1.72,3.2,4.33,1.7,1.9,1.8,1.9,
D1,15/02/03,Bayer Leverkusen,Hansa Rostock,1,2,A,1,2,A,1.833,3.2,3.75,1.8,3.4,4,1.65,3.3,4.4,1.8,3.25,3.75,1.8,3.4,3.75,1.8,3.4,3.75,1.8,3.3,3.75,1.7,1.9,1.8,1.9,
D1,15/02/03,TSV Munich 1860,Bayern Munich,0,5,A,0,0,D,4.333,3.2,1.727,4.85,3.5,1.65,4.4,3.3,1.65,4.33,3.4,1.67,5,3.4,1.62,5,3.4,1.615,5,3.3,1.61,1.6,2.05,1.8,1.9,
D1,15/02/03,Nurnberg,Werder Bremen,1,0,H,1,0,H,2.625,3.2,2.3,2.85,3.2,2.3,2.7,3,2.3,2.6,3.2,2.38,2.7,3.2,2.3,2.7,3.2,2.3,2.62,3.2,2.3,1.6,2.05,1.72,2,
D1,15/02/03,Schalke 04,VfB Stuttgart,2,0,H,2,0,H,2.1,3.2,3,2.1,3.15,3.3,2.1,3,3.1,2,3.2,3.2,2.1,3.1,3.2,2.1,3.1,3.2,2.1,3.2,3,1.65,1.95,1.8,1.9,
D1,16/02/03,Energie Cottbus,Hannover,3,0,H,0,0,D,2.2,3,3,2.25,3.2,2.9,2.2,3,2.9,2.2,3.2,2.8,2.25,3.2,2.8,2.25,3.2,2.8,2.2,3.2,2.8,1.7,1.9,1.66,2.1,
D1,16/02/03,Borussia Monchengladbach,Hertha Berlin,0,2,A,0,2,A,2.4,3.25,2.5,2.5,3.2,2.55,2.5,3,2.5,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.4,3.25,2.5,1.75,1.85,1.83,1.83,
D1,19/02/03,Borussia Monchengladbach,VfL Wolfsburg,2,0,H,1,0,H,2.2,3.25,2.75,2.2,3.2,3,2.2,3,2.9,2.1,3.2,3,,,,2.2,3.2,2.875,2.3,3.2,2.62,1.85,1.75,1.83,1.83,
D1,22/02/03,Bayern Munich,Nurnberg,2,0,H,1,0,H,1.222,5,9,1.31,4.75,8,1.3,4.2,8,1.25,4.5,10,1.25,4.5,10,1.25,4.5,10,1.25,4.5,10,1.5,2.25,1.61,2.2,
D1,22/02/03,Hannover,Bayer Leverkusen,1,2,A,1,0,H,2.375,3.1,2.625,2.45,3.2,2.65,2.5,3,2.5,2.38,3.2,2.6,2.38,3.2,2.6,2.375,3.2,2.6,2.25,3.25,2.7,1.65,1.95,1.72,2,
D1,22/02/03,Hansa Rostock,VfL Bochum,1,1,D,1,0,H,2.1,3.2,3,2.15,3.25,3.1,2,3.1,3.2,2.1,3.2,3,2.1,3.2,3.1,2.1,3.2,3.1,2,3.2,3.2,1.7,1.9,1.8,1.9,
D1,22/02/03,Kaiserslautern,Hamburg SV,2,0,H,0,0,D,2.3,3.2,2.625,2.35,3.25,2.75,2.1,3,3.1,2.38,3.2,2.6,2.38,3.2,2.6,2.375,3.2,2.6,2.37,3.1,2.62,1.7,1.9,1.8,1.9,
D1,22/02/03,Schalke 04,Borussia Dortmund,2,2,D,2,0,H,2.25,3.2,2.75,2.42,3.1,2.75,2.3,2.9,2.8,2.25,3.2,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.37,3,2.7,1.75,1.85,1.9,1.8,
D1,22/02/03,Werder Bremen,Energie Cottbus,0,1,A,0,1,A,1.533,3.4,5.5,1.57,3.7,5.1,1.6,3.4,4.6,1.53,3.5,5.5,1.5,3.5,6,1.5,3.5,6,1.57,3.5,5,1.6,2.05,1.66,2.1,
D1,22/02/03,VfL Wolfsburg,TSV Munich 1860,1,1,D,0,0,D,2.2,3.2,2.8,2.22,3.2,2.95,2.2,3,2.9,2.1,3.2,3,2.2,3.25,2.8,2.2,3.25,2.8,2.1,3.2,3,1.65,1.95,1.72,2,
D1,23/02/03,Hertha Berlin,Arminia Bielefeld,0,0,D,0,0,D,1.571,3.5,5,1.6,3.45,5.35,1.55,3.5,4.8,1.53,3.5,5.5,1.57,3.6,5,1.571,3.6,5,1.57,3.5,5,1.6,2.05,1.72,2,
D1,23/02/03,VfB Stuttgart,Borussia Monchengladbach,4,0,H,2,0,H,1.444,3.75,6,1.55,3.65,5.5,1.55,3.5,4.8,1.44,3.6,6.5,1.5,3.5,6,1.5,3.5,6,1.44,3.75,6,1.65,1.95,1.8,1.9,
D1,01/03/03,VfL Bochum,Hannover,1,2,A,0,2,A,1.8,3.3,3.75,1.9,3.3,3.7,1.9,3.1,3.5,1.8,3.25,3.75,1.83,3.25,3.75,1.833,3.25,3.75,1.8,3.3,3.75,1.65,1.95,1.66,2.1,
D1,01/03/03,Energie Cottbus,Bayern Munich,0,2,A,0,1,A,4.5,3.3,1.667,4.45,3.5,1.7,3.8,3.1,1.8,4.33,3.2,1.73,4.5,3.4,1.67,4.5,3.4,1.667,4,3.4,1.72,1.65,1.95,1.72,2,
